OFFID,Attractiveness
385,-0.267053325477383
488,0
300,0
345,0
467,-4.443681598479674
158,17.12124347474962
257,-0.530647209549154
173,-0.5799065445632272
62,0
361,0
446,-0.6769963497378237
338,0
351,0
197,0
54,-0.8547436129485355
245,0
209,-17.13781441037155
429,-0.9253236019063895
14,34.9887646450807
218,-0.3027757511265395
383,0
30,-1.3539926942358729
92,-17.581750065279728
376,0
455,0
255,0
220,-1.6023199520115987
248,0
333,-1.2825478494270603
268,-1.7826617875747806
107,-0.44566544928834523
40,0
41,0
320,0
217,0
340,0
56,-0.5315120633501349
413,0
235,-3.027757499696945
261,0
101,0
428,0
362,0
283,0
475,0
321,0
421,0
35,-0.8913308977054784
311,0
416,0
222,0
233,0
270,0
108,-0.927053325366061
482,0
387,-0.3563593876962221
293,-0.533241790290775
53,0
244,-0.2849145378274197
198,0
175,-5.254919047335386
214,-0.7127187751230898
356,13.306452376790581
359,0
355,-17.690647098256708
407,0
130,-0.5349715115121454
11,5.215769806741745
122,0
275,-0.6326253241491326
459,0
243,0
478,-0.58682542789174
337,-0.6412739251823495
363,-0.46266180014986236
458,0
226,0
104,-0.14115997888246457
142,-0.4099430244868717
489,0
10,-0.8556084736318096
49,-10.005437478682726
174,0
497,0
440,-1.1396581511434987
65,-5.281428841864827
94,0
250,-0.3742205998518618
131,-1.335266625782825
109,0
137,-0.8011599769832419
57,-0.24919211307775413
411,-0.5698290753748176
228,-21.718632476121474
291,0
29,0
400,0
180,0
466,0
262,0
154,-0.4099430246459814
79,-0.141159978842738
95,0
420,-0.748441199853035
167,0
441,-0.5528327246725854
403,0
147,0
335,0
86,0
433,0
360,-0.3742205997031376
67,0
292,0
76,0
393,0
496,-1.424572688837351
32,0
83,-0.6404090657915271
61,-1.1566545035614788
473,0
265,0
43,-1.2459605645438285
165,-0.9270533256659252
88,-0.3384981748377132
232,-0.24919211370209582
301,-0.30277575089012
85,0
52,0
443,0
2,0
45,-0.5706939365482784
238,0
253,-0.19560847595121156
453,0
379,0
405,0
299,-27.71999988222974
322,0
430,0
384,0
371,0
309,0
326,0
452,0
19,0
103,0
382,-0.2840496773621246
58,0
448,-0.7484411996523055
186,0
178,-0.5341066504862451
449,3.1632108063039515
160,0
380,-0.8198860502073533
69,-0.7959708112152348
5,-1.4441636211606672
465,0
206,-0.619088409982516
44,0
146,0
472,0
114,0
23,0
431,-26.399999954165455
118,0
34,0
