OFFs-ID,x-coordinate,y-coordinate,OFF-price,capacity
43, 116.607014521, 39.7472066935, 11602.720825063125, 8
376, 116.515674298, 40.2296801995, 12697.887454293697, 5
489, 116.320004201, 39.7774065989, 13000, 2
486, 116.763616266, 40.3601904489, 11000, 2
451, 116.320004201, 40.0087080307, 16000, 4
445, 116.424349335, 39.878018781, 30000, 4
49, 116.280883699, 40.6412949026, 4972.883766298679, 11
244, 115.981179821, 39.797535517, 12502.718334716628, 8
387, 116.020245604, 39.878018781, 14735.811394065788, 5
282, 116.202659926, 40.2095988551, 11881.975745928416, 5
238, 117.233289298, 40.1995577873, 10000, 2
251, 116.359129829, 39.9785582781, 20000, -189
54, 116.711414463, 39.7874714839, 11330.725986067178, 7
327, 116.854968166, 40.0589468789, 13000, 2
409, 116.26784475, 40.0890843555, 22000, -2
186, 116.372172763, 40.0187568373, 25000, 2
268, 116.150524999, 40.5007294903, 5179.448966713387, 8
243, 115.994200755, 40.3099970656, 13000, 5
479, 116.672263611, 40.0589468789, 13000, 4
71, 116.424349335, 39.6767078381, 12939.502404375837, 5
466, 116.724464877, 40.3601904489, 9886.459067054271, 2
468, 116.333045531, 39.6364009796, 14000, 2
210, 116.489579637, 40.1794747909, 13000, 4
496, 116.359129829, 39.737138262, 11951.707771853595, 8
209, 116.424349335, 40.1895164372, 8484.459714304596, 25
41, 115.955141021, 40.2296801995, 14000, 5
291, 116.398260116, 40.0689931627, 12000, 3
427, 116.659213515, 40.410382333, 7948.074829975387, 2
37, 116.228731803, 39.8277226439, 18000, 5
106, 116.306963441, 40.1593905544, 14000, 0
228, 115.720997519, 40.0288051115, 6069.043040690034, 18
197, 116.046294313, 40.1091738079, 14000, 2
31, 116.828868045, 40.1694328346, 4540.984348564103, 3
308, 116.4373946, 40.0087080307, 30000, 3
147, 116.463486358, 40.3401133727, 8000, 2
324, 116.333045531, 39.9282967469, 30000, 0
335, 115.981179821, 40.0589468789, 13932.903468830078, 3
473, 116.241768785, 39.5759086053, 13932.903468830078, 3
319, 116.385216198, 39.5859934457, 13000, 0
1, 116.750565796, 40.0388528672, 13750.314038832577, 5
215, 116.215695511, 40.3401133727, 14000, 2
160, 116.815817823, 40.0790389836, 11945.82344358675, 5
9, 116.293923268, 40.0388528672, 18000, 4
28, 116.789717144, 40.1995577873, 12354.550025865792, 5
449, 116.633113705, 39.9685072033, 30000, -23
123, 116.189625065, 40.2698401126, 5198.22136610174, 18
423, 116.176590945, 39.857902604, 14771.199846805866, 7
23, 116.45044028, 39.878018781, 25000, 2
108, 116.580916101, 39.9986586779, 23974.870142698084, 6
99, 116.633113705, 40.1292616312, 11314.229381092708, 8
331, 116.828868045, 40.3300747099, 10949.877373264855, 5
452, 115.942123188, 40.5007294903, 12000, 3
213, 116.280883699, 39.9081876299, 20000, 0
463, 116.750565796, 40.3200359456, 8000, 3
462, 116.189625065, 40.0087080307, 16000, 3
257, 116.163557584, 39.9785582781, 13478.264744413784, 8
472, 116.293923268, 39.7069273837, 13000, 3
153, 116.202659926, 39.8277226439, 16000, 0
167, 116.163557584, 39.737138262, 12000, 2
362, 116.541770206, 39.6767078381, 13000, 3
102, 117.298474831, 40.1593905544, 10929.98524128516, 2
323, 116.45044028, 39.8478433905, 25000, 2
184, 116.776666722, 39.797535517, 12193.127218735757, 8
114, 116.750565796, 39.7069273837, 13000, 4
351, 116.894117288, 40.6714231542, 10000, 2
380, 116.293923268, 39.9986586779, 17041.92082843803, 6
459, 116.685313813, 40.3501519477, 9000, 3
256, 116.554818584, 39.9584555266, 7817.319107017352, -55
149, 116.607014521, 39.6666326653, 11779.123614797552, 8
262, 116.920215793, 40.3300747099, 11000, 3
281, 116.554818584, 39.9484032343, 30000, 4
203, 116.346087412, 39.7774065989, 13000, 0
19, 116.972410005, 40.3702288901, 10000, 3
188, 116.502626803, 39.9584555266, 25000, -4
176, 116.398260116, 39.8377834084, 4258, 0
245, 116.346087412, 39.9484032343, 19930.875047752255, 3
38, 116.398260116, 40.0187568373, 17983.529934233487, 8
135, 116.359129829, 39.8478433905, 5226.719075228022, 2
40, 116.4373946, 39.7874714839, 11912.079955340667, 5
231, 116.881067745, 40.1192179163, 11599.065164512578, 7
255, 116.607014521, 40.1192179163, 12934.80062772609, 3
221, 116.098402761, 40.6011284424, 8870.90207200464, 2
206, 116.502626803, 39.7774065989, 12253.297809030017, 8
338, 116.607014521, 40.430459056, 11926.292986733959, 2
146, 116.280883699, 39.5254669701, 13000, 4
299, 116.398260116, 40.1593905544, 8170.0533073667575, 16
406, 116.072346745, 39.9986586779, 15000, 5
103, 115.487294876, 39.7270689091, 13000, 3
237, 116.385216198, 39.5254669701, 11553.896049972554, 4
494, 116.789717144, 40.0288051115, 12000, 1
421, 116.228731803, 39.797535517, 13000, 3
353, 116.215695511, 40.2899189035, 13000, 3
311, 116.215695511, 39.6565564739, 13858.503429147719, 5
269, 116.515674298, 40.0087080307, 25000, 5
172, 115.994200755, 39.6162412442, 13000, 4
82, 115.90307617, 40.4906905643, 9000, 3
390, 116.476532816, 39.626321649, 14000, 3
438, 116.802767517, 40.2798795936, 12000, 3
478, 116.306963441, 39.7572742176, 13380.25999437747, 8
50, 116.280883699, 39.7874714839, 13257.940438344629, 8
10, 116.998505436, 40.0790389836, 11255.02388003645, 7
258, 116.489579637, 39.857902604, 18831.583427858834, 7
30, 116.567867221, 39.918242524, 6874.784626491093, 8
158, 116.098402761, 39.9484032343, 14000, -311
162, 116.698364103, 39.918242524, 12000, 4
226, 116.26784475, 39.9584555266, 22000, 2
392, 116.489579637, 39.8075987121, 14000, 0
94, 116.750565796, 39.8478433905, 12000, 4
208, 117.128960338, 40.0790389836, 11000, 0
163, 116.476532816, 39.6867820062, 11760.60733175319, 8
152, 116.411304501, 39.8075987121, 13000, -32
480, 116.26784475, 39.9282967469, 17248.156975814953, 5
476, 116.306963441, 40.2296801995, 13000, 4
372, 116.711414463, 39.9282967469, 14000, 2
355, 116.346087412, 40.3401133727, 6038.229562261609, 18
42, 116.189625065, 40.0489001184, 20000, 2
125, 116.085374314, 39.797535517, 20000, 0
105, 116.881067745, 40.5609663578, 10947.888160066885, 4
63, 116.346087412, 39.8981320507, 35000, 2
