OFFID,Attractiveness
434,-0.6208181312613905
67,0
447,0
314,0
1,-0.3563593875927818
229,-0.3027757506007861
369,-2.4596581476787556
138,-1.5997253734345602
146,0
29,0
3,-21.119999937406376
77,-0.6769963494124954
10,-0.855608473678541
476,0
60,-1.034220596924723
313,0
465,0
227,-0.48138787344550954
174,0
466,0
147,0
169,0
140,-1.173650858130505
257,-0.5306472096373761
460,0
49,-10.005437478956312
66,0
250,-0.3742205998635794
441,-0.5528327246818118
159,-19.47071435458938
415,0
342,0
263,0
122,0
361,0
440,-1.139658151243618
364,0
252,-0.4983842244680663
493,0
349,0
326,0
363,-0.4626618001868267
242,0
58,0
419,0
54,-0.8547436130159669
495,0
48,0
6,-27.71999986685726
50,-0.8504193118779781
289,0
276,0
53,0
446,-0.6769963497803215
76,0
28,-0.99849817321902
215,0
391,0
292,0
488,0
95,0
258,-0.9083272525855415
455,0
141,0
282,0
403,0
491,0
353,0
207,0
19,0
473,0
367,-1.4245726895537156
204,0
163,-1.3879854034316188
12,-0.3920818122468268
427,0
471,0
155,0
178,-0.5341066505186904
390,0
494,0
368,-0.7475763394451918
265,0
30,-1.3539926944686127
86,0
325,0
298,0
113,0
304,0
339,0
453,0
428,0
61,-1.1566545036862457
354,-0.10457269292737004
486,0
102,0
129,-0.3920818122598677
262,0
45,-0.5706939365632315
333,-1.2825478495599616
209,-17.137814410560406
191,0
78,0
320,0
485,0
284,0
84,-1.1396581488324193
457,0
36,0
299,-27.719999882572825
59,0
243,0
280,-0.8913308977562766
43,-1.245960564688289
65,-5.281428845008098
372,0
253,-0.19560847596045505
398,-0.6939927014327074
334,-1.598860510752307
0,0
482,0
259,-0.5341066508860709
445,0
478,-0.5868254279402796
317,0
393,0
417,-0.24832725359206187
422,0
355,-17.690647098556656
42,0
92,-17.58175006603465
57,-0.24919211309038564
469,-1.4942878173508942
31,-6.844867740869263
452,0
351,0
463,0
344,-1.70429806143781
123,-16.475219773073643
162,0
497,0
9,0
330,-16.4752197803018
437,-0.5698290759894363
254,-17.972967103609506
285,-0.7075296125508813
322,0
27,0
85,0
126,0
40,0
167,0
41,0
231,-0.42520965491579377
490,0
401,-0.6412739263138068
15,0
239,-15.598290721679994
365,0
236,0
222,0
145,-0.3027757505152173
25,-0.19560847554164146
238,0
418,-0.9270533246012449
114,0
210,0
484,0
186,0
436,-0.3742206001725514
13,0
17,0
400,0
431,-26.39999995439528
34,0
443,0
397,0
139,-0.4983842258239848
383,0
4,0
121,0
290,0
233,0
266,-2.2453236016124203
173,-0.5799065447227107
160,0
340,0
248,0
461,0
260,0
109,0
217,0
451,0
438,0
352,0
274,-0.4635266624687351
70,0
