people-ID,x-coordinate,y-coordinate
18045, 116.5548186, 39.7774066
35527, 116.2678448, 39.70692738
29712, 116.6331137, 40.27987959
18074, 115.733994852, 39.9282967469
14871, 116.424349335, 40.0689931627
24837, 116.5678672, 39.92829675
19758, 116.489579637, 39.5859934457
21115, 116.346087412, 39.7774065989
27365, 116.633113705, 39.9685072033
32820, 116.5939652, 39.8579026
20399, 116.1635576, 39.70692738
24547, 116.554818584, 39.988608765
24880, 116.280883699, 39.9081876299
22864, 116.424349335, 39.5759086053
22405, 116.607014521, 40.0288051115
28341, 116.0593201, 39.7774066
35173, 116.280883699, 39.9484032343
23412, 116.6331137, 39.90818763
24656, 116.920215793, 40.3300747099
23268, 116.2026599, 39.84784339
34794, 116.593965207, 39.7069273837
20096, 116.6461635, 39.67670784
18491, 116.2026599, 39.78747148
15299, 116.737515327, 39.8981320507
19772, 116.424349335, 39.878018781
27708, 116.5548186, 39.93835031
21875, 116.4504403, 39.8579026
29022, 113.53325251212964, 38.991302560057754
16170, 116.515674298, 40.0087080307
16757, 116.554818584, 40.0689931627
35199, 116.3200042, 39.99865868
21526, 115.838020432, 39.5859934457
31926, 116.593965207, 40.2497605816
22624, 116.2808837, 40.02880511
27801, 116.2548064, 39.95845553
21084, 116.5417702, 39.92829675
33409, 116.8941173, 40.07903898
22282, 116.4895796, 39.74720669
28113, 116.4895796, 39.91824252
27877, 116.1635576, 40.09912929
21879, 116.4373946, 39.7874714839
34465, 116.346087412, 39.8377834084
22591, 115.916090746, 39.9282967469
25563, 116.411304501, 39.737138262
23505, 116.476532816, 39.9081876299
24376, 116.098402761, 40.0991292923
25963, 116.346087412, 39.8880757723
30496, 116.2939233, 39.93835031
25518, 116.111432071, 39.7270689091
22726, 116.293923268, 40.2899189035
29179, 116.3721728, 39.95845553
25571, 116.424349335, 40.0689931627
21764, 116.306963441, 40.1593905544
25003, 116.476532816, 39.6867820062
25697, 116.320004201, 39.9584555266
18020, 116.4373946, 40.1192179163
33122, 116.150524999, 40.3300747099
33185, 116.398260116, 39.7774065989
32333, 116.3200042, 39.81766108
30253, 116.2417688, 39.90818763
21872, 116.502626803, 39.9785582781
19891, 116.241768785, 40.1192179163
18101, 116.293923268, 39.8277226439
16641, 116.137493207, 40.2999580562
34884, 116.724464877, 40.2497605816
