RFs-ID,x-coordinate,y-coordinate,House-price,House-rent,capacity
727, 116.3721728, 39.86796106, 68212, 955, -15
1854, 116.7505658, 40.07903898, 45262, 666, 6
144, 116.2548064, 40.03885287, 144403, 2022, 0
1983, 116.2678448, 39.91824252, 106330, 1503, 2
380, 116.5156743, 40.21963965, 26323, 387, 30
49, 116.0853743, 40.42042068, 24172, 338, 0
1483, 116.2417688, 39.66663267, 31941, 456, 1
73, 116.4113045, 39.53555767, 36887, 516, -2
1980, 116.4373946, 40.03885287, 112086, 1569, 0
973, 116.6722636, 39.90818763, 39886, 576, 37
1096, 116.4895796, 40.12926163, 70121, 1012, 24
138, 116.2287318, 40.17947479, 22458, 331, 20
1445, 116.2548064, 39.86796106, 64185, 897, -10
586, 116.3460874, 40.05894688, 78979, 1105, -9
1256, 116.3460874, 39.80759871, 68021, 952, 22
660, 116.5026268, 39.95845553, 93926, 1315, 9
1998, 116.5548186, 39.81766108, 13423, 195, 0
874, 116.7636163, 39.81766108, 20697, 301, 12
1706, 116.3330455, 39.75727422, 36808, 542, 3
293, 116.1896251, 39.88807577, 44729, 658, 24
85, 116.2026599, 40.10917381, 85424, 1196, 0
502, 116.3852162, 40.12926163, 53080, 774, 12
814, 116.6461635, 40.18951644, 32535, 478, 11
1716, 116.1896251, 40.10917381, 84848, 1188, 14
1899, 116.8158178, 39.68678201, 38111, 549, 12
1632, 116.3591298, 39.84784339, 73660, 1030, 2
455, 117.0115527, 40.03885287, 12670, 177, 0
1074, 116.0332695, 39.74720669, 22786, 319, -19
1398, 116.828868, 40.15939055, 30492, 427, -2
948, 116.1244622, 39.72706891, 31531, 454, 13
1968, 116.3200042, 39.82772264, 50965, 742, 5
1734, 116.3852162, 39.91824252, 182722, 2558, 0
561, 116.1765909, 39.74720669, 30023, 433, 4
1307, 116.1765909, 39.7774066, 48185, 709, 14
1955, 116.6853138, 39.87801878, 19124, 249.159729, 0
700, 116.0332695, 39.82772264, 23952, 352, 22
1280, 116.4243493, 40.14934794, 29294, 430, 16
1368, 116.7375153, 40.09912929, 25766, 372, 19
97, 116.2939233, 39.81766108, 54889, 800, 17
1451, 116.5156743, 40.11921792, 59394, 840, 11
777, 116.4504403, 39.83778341, 55574, 786, 2
1111, 116.5678672, 39.80759871, 69959, 979, 19
1526, 116.3069634, 39.84784339, 82529, 1167, 0
1464, 116.4765328, 39.93835031, 102268, 1431, 5
1577, 116.9985054, 40.05894688, 26643, 388, 16
1661, 115.9811798, 39.67670784, 21068, 295, -3
1993, 116.4634864, 40.05894688, 83384, 1179, 0
1188, 116.2548064, 40.02880511, 89671, 1255, 12
995, 116.3330455, 40.19955779, 45008, 630, -4
61, 116.1765909, 40.09912929, 52151, 729, -5
927, 116.4243493, 40.2296802, 33665, 481, 35
146, 116.8941173, 39.80759871, 26650, 373, -14
940, 116.1635576, 39.81766108, 39556, 571, 3
1673, 116.4765328, 40.04890012, 84226, 1179, -3
193, 116.2156955, 40.16943283, 53920, 786, 14
371, 115.9942008, 40.45053593, 36085, 516, 12
1841, 116.8810677, 39.7774066, 25344, 373, 12
