people-ID,x-coordinate,y-coordinate
27742, 116.3069634, 39.73713826
20235, 116.6592135, 39.65655647
27619, 116.4373946, 39.78747148
23894, 116.150525, 40.13930497
22830, 116.3069634, 39.71699862
33422, 116.3069634, 39.89813205
21747, 116.1635576, 40.20959886
25889, 116.4113045, 39.87801878
35808, 116.1114321, 39.78747148
35744, 116.2678448, 39.95845553
16290, 116.3982601, 40.06899316
16380, 116.6722636, 39.87801878
24795, 116.5026268, 39.93835031
27863, 116.4243493, 39.63640098
26581, 116.5809161, 39.99865868
34563, 116.0984028, 39.92829675
26368, 116.9985054, 40.14934794
30613, 116.0593201, 40.16943283
30132, 116.2678448, 40.03885287
24563, 116.5548186, 39.99865868
29044, 116.3330455, 39.66663267
18604, 116.3982601, 40.16943283
34553, 116.3330455, 39.67670784
14579, 116.3069634, 40.07903898
15118, 116.4895796, 39.97855828
21026, 116.5417702, 40.14934794
32178, 115.6300553, 39.89813205
15144, 116.4634864, 39.70692738
17320, 116.2808837, 40.10917381
14829, 116.7244649, 39.92829675
14519, 116.1374932, 40.06899316
23310, 116.6983641, 40.17947479
24479, 116.7375153, 39.82772264
27708, 116.5548186, 39.76734085
19430, 116.6592135, 39.94840323
17365, 116.6983641, 39.97855828
23245, 116.1114321, 39.58599345
29338, 116.4504403, 39.9685072
26089, 116.2808837, 40.04890012
33809, 116.5026268, 39.95845553
23663, 116.150525, 39.64647925
18307, 116.6461635, 39.74720669
24427, 115.9160907, 39.73713826
23071, 116.4373946, 39.58599345
15021, 116.3591298, 39.57590861
17033, 116.7114145, 39.9685072
21385, 116.5678672, 39.95845553
15074, 116.5026268, 40.19955779
32247, 116.3200042, 40.01875684
15290, 116.3591298, 39.9685072
27671, 116.3721728, 40.17947479
21847, 116.6070145, 39.99865868
19394, 116.5417702, 39.95845553
29138, 115.7209975, 39.8579026
22859, 116.3721728, 39.84784339
33616, 116.8549682, 40.16943283
30796, 116.4113045, 39.92829675
25898, 116.5678672, 39.97855828
15650, 116.2287318, 40.06899316
27289, 116.4895796, 39.76734085
17006, 116.3460874, 39.87801878
22002, 116.2548064, 39.87801878
14489, 116.5156743, 39.88807577
17096, 116.5156743, 40.10917381
16997, 116.3460874, 39.87801878
34363, 116.1896251, 39.78747148
23704, 116.5287221, 39.89813205
23796, 116.4895796, 39.7774066
35195, 116.4373946, 39.9685072
26359, 115.9811798, 40.49069056
22500, 116.3460874, 39.90818763
18321, 116.2939233, 39.97855828
30819, 116.6853138, 39.87801878
25741, 116.2156955, 39.73713826
30913, 116.3460874, 39.69685518
26370, 116.9985054, 40.14934794
22066, 116.7766667, 39.90818763
30047, 116.2808837, 39.83778341
34509, 115.9421232, 39.60615975
28758, 116.2548064, 40.21963965
28369, 116.3200042, 39.95845553
29049, 116.5548186, 39.99865868
32595, 116.5939652, 39.92829675
34487, 116.4765328, 39.73713826
21222, 116.2026599, 39.91824252
29160, 116.1635576, 40.20959886
34561, 116.2287318, 40.26984011
30497, 116.3069634, 39.90818763
33987, 116.3591298, 40.03885287
29901, 116.0593201, 39.82772264
15232, 116.2548064, 39.86796106
20563, 116.3069634, 40.20959886
29069, 116.0853743, 40.19955779
17998, 116.4765328, 40.12926163
26851, 116.6070145, 40.2296802
33854, 116.3330455, 39.87801878
20122, 116.4373946, 39.79753552
23507, 116.2678448, 40.2397205
24462, 116.2026599, 40.06899316
34117, 116.3200042, 40.25980045
26294, 116.5809161, 40.34011337
31313, 116.5809161, 40.26984011
20616, 116.3591298, 39.68678201
22647, 116.6070145, 40.13930497
34525, 116.5678672, 39.94840323
15307, 116.4765328, 40.01875684
19307, 116.9985054, 40.42042068
35468, 116.1765909, 40.24976058
31378, 116.6722636, 39.84784339
33361, 116.5548186, 39.86796106
30183, 116.7114145, 39.82772264
18288, 116.1244622, 39.91824252
20497, 116.0593201, 39.64647925
23065, 116.9202158, 40.17947479
28896, 116.5548186, 40.02880511
33403, 116.3591298, 39.91824252
16647, 116.2287318, 39.83778341
17948, 116.3721728, 40.07903898
24865, 116.7244649, 40.00870803
31865, 116.6331137, 39.90818763
18264, 116.3330455, 39.73713826
25976, 116.5548186, 39.84784339
27921, 116.2417688, 40.02880511
35904, 116.3721728, 39.92829675
22805, 116.1244622, 39.89813205
35041, 116.5417702, 39.83778341
31068, 116.7375153, 39.9685072
17342, 116.4504403, 39.87801878
33033, 116.3721728, 39.94840323
18377, 116.3200042, 39.92829675
32352, 116.6592135, 39.61624124
29181, 116.5678672, 39.86796106
21072, 116.1635576, 39.9685072
33997, 115.7729948, 39.61624124
16909, 116.4373946, 40.01875684
33625, 116.7375153, 39.7774066
32304, 116.6070145, 39.86796106
18862, 115.8770504, 39.59607716
31886, 116.5939652, 39.79753552
31588, 116.2939233, 39.87801878
15206, 116.620064, 39.86796106
16504, 116.3200042, 39.66663267
21994, 116.2287318, 39.94840323
19483, 115.9811798, 40.41038233
28623, 116.4634864, 39.87801878
34791, 116.3591298, 39.84784339
14849, 116.7244649, 39.92829675
15776, 116.4373946, 39.9685072
23615, 116.2678448, 39.93835031
28143, 116.3721728, 39.99865868
34000, 116.2156955, 40.11921792
17055, 116.5678672, 39.79753552
18652, 116.4373946, 39.76734085
15661, 116.4113045, 40.08908436
15821, 116.2026599, 39.9685072
27267, 116.6853138, 39.9685072
24125, 116.2548064, 39.91824252
30592, 116.620064, 40.05894688
14934, 116.2808837, 39.88807577
25456, 116.5417702, 40.05894688
17760, 116.6853138, 40.24976058
20109, 116.2548064, 39.52546697
31564, 116.5678672, 39.95845553
31965, 116.3721728, 39.65655647
14500, 116.3069634, 40.14934794
34684, 116.5809161, 39.68678201
21828, 116.3069634, 40.04890012
18062, 116.3069634, 39.95845553
30413, 116.4243493, 39.83778341
18481, 116.1765909, 39.79753552
25534, 116.2939233, 40.00870803
20730, 116.0462943, 39.97855828
19851, 117.1028728, 40.25980045
29161, 116.3460874, 39.95845553
20074, 116.4113045, 39.90818763
28175, 116.3852162, 39.79753552
15900, 115.6300553, 39.89813205
18881, 116.5287221, 40.10917381
30862, 116.2808837, 39.81766108
15279, 116.4634864, 40.16943283
15888, 116.2026599, 39.9685072
24040, 116.4373946, 39.94840323
18411, 116.2156955, 39.91824252
19278, 116.6853138, 40.24976058
27900, 116.2808837, 40.20959886
34208, 116.5809161, 40.18951644
29405, 116.620064, 39.78747148
17413, 116.5287221, 40.10917381
27229, 116.3460874, 39.80759871
30936, 116.9071666, 40.46057445
32306, 116.2026599, 39.93835031
36054, 115.9681599, 39.63640098
24806, 116.2678448, 39.86796106
30999, 116.6070145, 39.91824252
30664, 116.3591298, 39.8579026
17460, 116.2939233, 40.03885287
33015, 116.6331137, 39.86796106
