people-ID,x-coordinate,y-coordinate
30756, 116.554818584, 39.988608765
25809, 116.0853743, 39.82772264
24351, 116.554818584, 39.988608765
30225, 116.502626803, 39.9785582781
35568, 116.150525, 39.73713826
27791, 116.424349335, 39.857902604
26484, 116.64616354, 39.857902604
27727, 116.372172763, 39.9282967469
29227, 116.750565796, 40.0388528672
31902, 116.241768785, 40.1192179163
22503, 116.333045531, 39.9282967469
21978, 116.5548186, 39.93835031
37245, 116.2287318, 40.06899316
23314, 116.815817823, 40.0790389836
17799, 116.2678448, 40.24976058
25997, 116.280883699, 40.0187568373
24860, 116.176590945, 40.1593905544
32383, 116.176590945, 40.1593905544
32660, 116.554818584, 39.988608765
19734, 116.4373946, 39.8377834084
30388, 116.3200042, 40.04890012
25641, 116.4634864, 39.93835031
23014, 116.320004201, 39.8176610831
21238, 116.554818584, 39.988608765
31135, 116.64616354, 40.3099970656
36679, 116.280883699, 39.9081876299
19617, 116.4895796, 39.74720669
34107, 116.3982601, 40.08908436
32600, 115.994200755, 39.857902604
20283, 116.7505658, 39.83778341
20311, 116.4504403, 40.12926163
25949, 116.633113705, 39.9685072033
31937, 116.1244622, 39.87801878
32065, 116.5156743, 40.08908436
22364, 116.489579637, 39.737138262
14747, 116.7505658, 39.83778341
20182, 116.7505658, 40.14934794
17391, 116.5287221, 39.80759871
24622, 116.554818584, 39.988608765
31948, 116.3982601, 39.74720669
19751, 116.607014521, 39.6666326653
31925, 116.607014521, 40.3501519477
22169, 116.541770206, 39.8176610831
16569, 116.098402761, 39.9484032343
31431, 116.4634864, 40.21963965
20310, 116.554818584, 40.0288051115
21348, 116.3200042, 39.75727422
18687, 116.593965207, 39.9785582781
27704, 116.554818584, 39.9584555266
14882, 116.346087412, 40.1292616312
34129, 116.5809161, 39.81766108
29901, 116.5287221, 39.73713826
34662, 115.9681599, 39.69685518
25912, 116.776666722, 39.797535517
17446, 116.5809161, 39.7774066
19690, 116.293923268, 40.2899189035
34951, 115.994200755, 39.7270689091
32029, 116.2808837, 39.91824252
33950, 116.346087412, 39.7774065989
32116, 116.176590945, 40.1593905544
15182, 116.346087412, 39.797535517
15146, 116.620064, 40.15939055
35097, 116.046294313, 40.2899189035
17752, 115.929106424, 39.6867820062
33192, 116.4504403, 40.12926163
34593, 116.620064, 39.93835031
35256, 116.4373946, 39.75727422
25476, 116.789717144, 40.0589468789
14874, 116.64616354, 39.7673408481
20116, 116.5809161, 39.66663267
