people-ID,x-coordinate,y-coordinate
30309, 116.5939652, 39.72706891
35627, 116.3330455, 39.66663267
35422, 116.5287221, 40.05894688
23106, 116.4373946, 39.91824252
28427, 116.5417702, 39.78747148
34666, 116.3982601, 39.97855828
35780, 116.4504403, 39.91824252
17890, 116.6070145, 39.91824252
21800, 116.3852162, 40.02880511
35521, 116.6853138, 39.89813205
30611, 116.0593201, 40.16943283
33909, 116.5939652, 39.92829675
29251, 116.0853743, 39.94840323
30034, 116.3330455, 40.04890012
14751, 116.0853743, 40.19955779
28350, 116.2026599, 40.06899316
25605, 116.1244622, 40.13930497
26331, 116.4765328, 39.89813205
29417, 116.2026599, 40.2296802
21392, 116.5678672, 39.95845553
24649, 116.2939233, 39.81766108
18615, 116.5287221, 39.92829675
30847, 116.3460874, 39.78747148
31348, 116.3852162, 39.8579026
26460, 115.9942008, 39.90818763
31619, 116.4113045, 40.08908436
25453, 116.3591298, 39.94840323
15968, 115.9681599, 39.63640098
14497, 116.2808837, 40.18951644
34065, 116.5678672, 40.20959886
15289, 115.9291064, 40.19955779
16252, 116.5678672, 39.72706891
20635, 116.3721728, 39.92829675
27895, 116.4113045, 39.82772264
18412, 116.2156955, 39.91824252
30242, 116.1244622, 39.95845553
17137, 116.1114321, 39.79753552
34432, 116.2678448, 40.07903898
26964, 116.3591298, 39.99865868
28526, 116.3460874, 40.07903898
26871, 116.6983641, 39.9685072
19549, 116.4373946, 39.81766108
32363, 116.3591298, 39.68678201
21361, 116.6722636, 39.99865868
14985, 116.3200042, 39.86796106
36485, 116.3200042, 40.05894688
30810, 116.6853138, 39.87801878
25107, 116.3460874, 39.87801878
14677, 116.3852162, 39.92829675
21382, 116.3330455, 39.83778341
20923, 116.3069634, 40.16943283
18403, 116.5026268, 40.09912929
14800, 116.7244649, 39.92829675
22680, 116.5548186, 39.87801878
34433, 116.2678448, 40.07903898
34758, 116.2808837, 39.82772264
34294, 116.0462943, 39.87801878
17878, 115.8770504, 39.59607716
16915, 116.2287318, 40.02880511
16501, 115.9030762, 40.06899316
32520, 116.5026268, 39.91824252
28865, 116.0853743, 39.67670784
31261, 116.3069634, 39.95845553
27776, 116.2026599, 39.82772264
33348, 116.4765328, 40.02880511
14679, 116.2678448, 40.00870803
23520, 116.6461635, 39.87801878
20194, 116.3069634, 40.20959886
28016, 116.5417702, 39.73713826
23793, 116.4373946, 39.88807577
33604, 116.3591298, 39.79753552
26745, 116.2417688, 40.03885287
31972, 116.5548186, 39.86796106
14884, 116.3721728, 39.9685072
27493, 116.3852162, 39.88807577
33249, 116.3982601, 39.58599345
23541, 116.1765909, 40.04890012
31101, 117.1159168, 40.09912929
19558, 116.7636163, 39.63640098
33132, 116.7114145, 40.12926163
18793, 116.7114145, 39.7774066
19314, 116.9985054, 40.06899316
17347, 115.8770504, 39.59607716
22487, 116.4373946, 39.9685072
20988, 116.1896251, 39.86796106
29193, 116.4634864, 39.72706891
26423, 115.9291064, 40.46057445
31075, 116.6070145, 40.04890012
22440, 116.7897171, 39.61624124
18883, 116.5287221, 40.10917381
21195, 116.4504403, 39.81766108
24415, 116.3982601, 39.92829675
25857, 116.3069634, 39.94840323
30637, 116.2808837, 39.8579026
29582, 116.4113045, 39.86796106
17981, 116.868018, 39.76734085
18094, 116.2156955, 40.21963965
19049, 116.2939233, 39.91824252
21419, 116.4634864, 39.92829675
31053, 116.2808837, 39.51537506
30746, 116.3069634, 39.88807577
17053, 116.5678672, 39.79753552
33165, 116.1635576, 39.93835031
16875, 116.1896251, 39.90818763
30319, 116.3069634, 39.81766108
24335, 116.6592135, 40.19955779
25064, 116.1765909, 40.32003595
29638, 116.0332695, 40.47061306
31910, 116.5156743, 40.24976058
19323, 116.1896251, 40.21963965
27038, 116.5678672, 39.84784339
33852, 116.3330455, 39.87801878
19401, 116.2808837, 39.88807577
25133, 116.6722636, 39.94840323
25956, 116.1765909, 40.41038233
31123, 116.2287318, 40.02880511
18724, 116.5678672, 39.86796106
17031, 116.4765328, 39.98860877
17197, 116.4373946, 39.79753552
16674, 116.3200042, 39.86796106
23150, 116.5678672, 39.73713826
33353, 116.7897171, 40.19955779
16303, 116.7897171, 40.08908436
23317, 115.9030762, 39.62632165
16155, 116.1244622, 39.91824252
28539, 116.4895796, 40.2296802
19190, 116.5156743, 40.07903898
19402, 116.2808837, 39.88807577
16714, 116.4504403, 39.86796106
17322, 116.2808837, 40.10917381
18727, 116.7766667, 40.30999707
20846, 116.2939233, 39.62632165
25848, 116.2548064, 40.16943283
30726, 116.2939233, 39.98860877
27067, 116.4504403, 39.83778341
21397, 116.4895796, 39.73713826
33779, 116.4634864, 39.72706891
21430, 116.7636163, 40.16943283
17306, 116.1896251, 39.73713826
25373, 116.3460874, 40.02880511
34964, 116.4243493, 39.86796106
16269, 116.6983641, 39.65655647
18728, 116.5678672, 39.86796106
18982, 116.3982601, 40.03885287
22212, 116.4504403, 39.8579026
22062, 116.4113045, 39.83778341
20177, 116.7636163, 39.92829675
35255, 116.5417702, 40.08908436
30876, 116.0072227, 39.70692738
31901, 116.5809161, 39.91824252
19183, 116.5417702, 39.74720669
35534, 116.5287221, 39.60615975
16638, 116.5026268, 39.86796106
33423, 116.3982601, 40.10917381
28861, 116.1765909, 39.79753552
19378, 116.5548186, 39.9685072
30600, 116.1635576, 39.8579026
17821, 116.1244622, 39.95845553
23935, 116.4243493, 39.93835031
32887, 115.9942008, 40.2899189
16771, 116.1896251, 39.94840323
25418, 116.5026268, 39.99865868
30679, 116.4113045, 39.90818763
24529, 116.2026599, 40.11921792
17179, 115.8120065, 40.01875684
32617, 116.4634864, 40.00870803
30725, 116.5809161, 40.05894688
29247, 116.0853743, 39.94840323
19157, 116.4113045, 39.93835031
20759, 116.828868, 40.47061306
33176, 116.2808837, 40.10917381
