schools-ID,x-coordinate,y-coordinate,Num-student
36, 113.981697, 22.54120672, 31
256, 114.0511503, 22.61794283, 5
56, 114.1798333, 22.65254227, 4
68, 114.2776236, 22.78295584, 36
131, 113.9005412, 22.54198334, 6
69, 114.1428982, 22.62017946, 20
224, 114.0369986, 22.5279957, 6
1, 114.0947075, 22.56348885, 3
150, 113.8681099, 22.80424704, 0
1138, 114.1497555, 22.65411804, 2
91, 114.215309, 22.55993819, 3
724, 114.2837084, 22.66742362, 2
322, 114.4104095, 22.63463372, 1
122, 113.8635089, 22.56682005, 24
583, 113.9417593, 22.5251561, 2
1234, 114.0304339, 22.71348567, 2
589, 114.1070929, 22.65326972, 1
1241, 114.0207572, 22.73373868, 0
1860, 114.35893348177022, 22.69218453608097, 0
3, 114.08199, 22.55050255, 11
18, 113.9138321, 22.57417161, 29
1103, 114.0685704, 22.63241179, 2
317, 114.33021, 22.69639271, 13
352, 113.858524, 22.64971015, 1
1849, 114.25898644478401, 22.61831073664058, 0
767, 114.3853917, 22.72356525, 2
15, 113.8092739, 22.70581523, 9
904, 114.2731798, 22.63296093, 2
355, 114.0378486, 22.67362562, 10
462, 113.9239807, 22.51041167, 4
1056, 114.1442778, 22.69470532, 2
386, 113.8572696, 22.58052916, 3
1223, 113.9986985, 22.67621438, 2
600, 113.8963822, 22.75308501, 1
588, 114.2966103, 22.77149272, 3
1049, 114.2342545, 22.64869853, 2
1070, 114.2083112, 22.71016104, 2
1053, 114.2259723, 22.72781478, 3
330, 113.8529902, 22.76248764, 1
315, 113.9626144, 22.70554424, 0
465, 113.9416344, 22.59001494, 2
27, 113.8875691, 22.76634594, 47
46, 113.9343726, 22.69337751, 1
1114, 114.2208758, 22.67998515, 1
887, 114.2991779, 22.60372363, 2
190, 113.9820502, 22.54016474, 8
467, 114.2312904, 22.70918313, 23
17, 114.0696339, 22.57201316, 4
409, 114.2568866, 22.59128337, 4
1256, 114.0010561, 22.68255276, 2
248, 114.0795182, 22.63437414, 9
13, 114.1273117, 22.55232136, 31
11, 113.9842434, 22.59357109, 10
279, 113.9155133, 22.48848743, 3
358, 113.9268269, 22.69852648, 0
723, 114.3595821, 22.73056456, 2
336, 113.8876299, 22.58130424, 4
739, 114.3066174, 22.67652697, 2
1388, 114.068129, 22.51962536, 1
6, 113.823794, 22.74682377, 11
1232, 114.0448079, 22.71083119, 2
217, 114.0216586, 22.54208411, 6
304, 114.3207393, 22.79106247, 7
434, 113.9028057, 22.58392709, 3
474, 113.905295, 22.48226047, 0
313, 114.3758742, 22.74040997, 7
862, 114.0786001, 22.54360796, 5
1060, 114.2033003, 22.65251987, 2
417, 113.8532644, 22.56561573, 3
440, 113.9494523, 22.68752267, 0
351, 113.8802701, 22.60327339, 3
1568, 113.8245207, 22.70319838, 0
10, 113.9034759, 22.75829947, 15
365, 114.1222053, 22.69299894, 15
