OBs-ID,x-coordinate,y-coordinate,ob-price,capacity
405, 113.9444144, 22.68440914, 1090579.3441369375, 10
369, 114.1319117, 22.61247265, 1894259.3148600003, 2
970, 114.3040495, 22.77582958, 1086328.650712901, 12
555, 113.9978161, 22.59332402, 1448412.1685000001, 2
210, 113.863564, 22.77118378, 1500528.2721, 6
396, 113.8680464, 22.6059268, 1571042.84194, 1
659, 114.1008377, 22.70977353, 2239046.95872, 4
112, 113.9015615, 22.71955435, 1587106.2665520352, 13
135, 114.3291541, 22.76598871, 1283099.7590400001, 3
47, 114.2203198, 22.55590944, 1719928.0494, 17
109, 114.0790509, 22.54727143, 1729464.4457522263, 34
693, 113.8130972, 22.6713506, 916468.7680500002, 5
326, 113.9754926, 22.68904289, 1323658.0161124757, 17
745, 113.8464076, 22.74194233, 839887.4070400002, 1
97, 113.911984, 22.6724966, 1361563.8062399998, 1
612, 113.8232585, 22.73145729, 1223079.844910011, 13
53, 113.8893661, 22.5612539, 774035.2636500001, 26
385, 113.9310081, 22.75180357, 1842785.8047500001, 1
141, 114.0495329, 22.51773653, 1394152.4702772018, 3
869, 114.1697836, 22.60198124, 1903034.9838500002, 1
54, 114.4672776, 22.59444856, 815924.6287499999, 1
997, 113.9258007, 22.69787298, 850189.8395099998, 2
705, 113.9953941, 22.68750576, 1516887.83268, 1
714, 114.2175072, 22.66480641, 1745156.68855, 18
632, 113.9157343, 22.5349482, 878874.6331199999, 8
782, 113.9215797, 22.60903599, 1017901.9088699998, 1
728, 114.0656862, 22.64385302, 1512336.5314199997, 1
514, 114.0676919, 22.67689567, 1175768.9305999998, 1
591, 114.0518927, 22.5357264, 1318927.1644999997, 6
309, 113.94436, 22.77088278, 903523.4886700001, 3
440, 113.9937408, 22.6956048, 913300.8948800003, 1
950, 113.8756346, 22.78206316, 2031948.2568, 1
145, 113.9158069, 22.73178047, 1499204.4328800002, 2
81, 114.4878043, 22.5721, 1296979.13422, 1
903, 114.1042953, 22.54730183, 1765537.6926000002, 19
517, 114.1091996, 22.58050961, 1956898.4908, 18
857, 114.3035778, 22.7030569, 2149895.56716, 1
470, 113.980651, 22.70610151, 1361042.0010000002, 15
718, 113.949178, 22.68319431, 2147776.1360000004, 1
807, 114.3533694, 22.67641578, 1605253.29536, 5
67, 114.2219301, 22.66886258, 1941643.7400800004, 6
261, 114.3424492, 22.69627422, 1731902.1912500001, 1
319, 114.0648785, 22.66256822, 1244410.8803429578, 11
277, 114.0859619, 22.53889373, 1898680.1648100002, 9
113, 114.0492451, 22.56662297, 1015995.06503, 25
33, 113.8950865, 22.71774923, 526983, 4
986, 114.0189306, 22.72999684, 1628099.9902199998, 1
89, 113.884839, 22.81101354, 1239345.4233600001, 2
870, 114.1908585, 22.6355659, 1765861.4051100002, 4
508, 113.9451137, 22.52123953, 1048474.2202, 1
700, 114.0065176, 22.55598372, 2365232.0277299997, 2
232, 113.98464, 22.59929414, 2301291.55971, 12
868, 114.0294245, 22.67435697, 772823, 0
927, 114.1232007, 22.57802189, 1840714.6888899999, 5
102, 113.8870304, 22.73681777, 1208591.1243999999, 6
24, 113.8604257, 22.79841952, 952415.35125, 11
342, 113.9430537, 22.58455382, 1920349.5768600001, 2
961, 113.9671992, 22.57073075, 2079567.81648, 1
229, 114.5022922, 22.59605766, 1977062.0760000001, 1
388, 113.9625456, 22.5629959, 1854946.76576, 2
103, 113.9401341, 22.68797167, 1155669.7658, 3
478, 114.3051519, 22.73062758, 1611081.7310500003, 1
415, 113.9138098, 22.56441558, 2326729.56516, 4
776, 114.023298, 22.52682045, 1654821.5721399998, 1
637, 114.0041979, 22.73380776, 2311529.5717800003, 1
138, 114.4003552, 22.6188088, 1380352.0159, 1
315, 114.0431905, 22.55531317, 1890075.20988, 7
483, 114.0491343, 22.73364824, 2119398.9498, 1
357, 114.3547067, 22.74041881, 1875870.51168, 1
278, 114.3731557, 22.73982065, 2290019.6002199994, 2
98, 113.9426483, 22.55304371, 1739041.58208, 3
614, 114.0891034, 22.70606051, 1969359.5226000384, 10
966, 114.0994253, 22.61636306, 798941.8008000001, 1
979, 114.0430529, 22.56731939, 1524998.20827375, 4
374, 114.2642798, 22.72773757, 801115.9893, 7
439, 113.8286619, 22.71792127, 1510105.97507, 8
382, 114.1468689, 22.61050373, 1222853.5386395063, 3
365, 114.0216399, 22.55492223, 1208597.5664400002, 3
204, 114.2959773, 22.68899235, 1928282.9491200002, 14
321, 114.1061697, 22.60760021, 1093008.04272, 12
878, 114.3039921, 22.68977252, 1004631.984494071, 18
462, 113.9127626, 22.5052005, 1708648.03736, 2
796, 113.8403815, 22.61457115, 855446.54415, 1
967, 113.8603881, 22.78971246, 1125290.7156699998, 4
399, 114.1100798, 22.59688819, 1252281.03968, 10
862, 114.2587806, 22.57845399, 1366086.11832, 1
686, 113.866769, 22.77734068, 1264466.1011766975, 12
564, 114.3967988, 22.75156799, 1333761.5721099998, 1
194, 113.833333, 22.80163876, 846653, 0
92, 113.9714988, 22.5650794, 1351986.1032699998, 1
822, 114.3624828, 22.75343579, 2014084.4798800002, 5
311, 113.9856891, 22.52621558, 1936110.0277199997, 3
411, 113.8594129, 22.76057567, 2037411.10672, 18
641, 113.8551722, 22.73321983, 1161717.23085, 2
330, 114.3808979, 22.71648088, 736011.12255, 1
458, 113.9192366, 22.7682002, 1209766.7967, 2
23, 113.9185341, 22.74888894, 979220.6796899999, 1
241, 114.4051074, 22.77520683, 995530.3144599999, 1
185, 114.1283182, 22.59289349, 1262897.5215999999, 5
395, 113.9218466, 22.67235182, 1779355.8683999996, 1
338, 114.525409, 22.48126127, 1881861.6088799997, 1
746, 114.0503917, 22.5948486, 1932612, 8
787, 114.0180966, 22.54359192, 1500612.01862, 1
949, 113.9938053, 22.70191, 810754.89165, 1
198, 113.8347627, 22.70959186, 1136730.1682, 1
914, 114.3655375, 22.71653167, 1722295.4991000004, 1
163, 114.2624986, 22.59287108, 1761938.20275, 8
287, 114.3648628, 22.70474565, 1291274.7078000002, 1
786, 113.9700406, 22.55899902, 958420.94304, 1
426, 113.8553101, 22.7231099, 588768, 0
790, 114.0398046, 22.69945295, 1146420.60687, 1
187, 113.8159333, 22.72504131, 866644.4201800001, 4
128, 113.9191977, 22.54583536, 1097886.27751, 5
143, 113.9450728, 22.75703773, 739683.08535, 1
491, 113.8108448, 22.66372012, 1471980.9179704438, 13
284, 114.1518071, 22.6192441, 1973549.55369, 1
744, 113.9657104, 22.6806402, 1766141.63385, 1
119, 113.8833188, 22.57999628, 1056665.4126328125, 12
923, 113.8471295, 22.77254999, 729698.9675854633, 13
909, 114.1209247, 22.66358533, 1837601.57306, 1
667, 114.3038386, 22.71690076, 1141400.6472, 2
441, 113.888317, 22.70280065, 1217545.56, 1
785, 114.3541312, 22.75877108, 1512235.06929, 2
622, 114.0997403, 22.72885792, 2141314.76988, 4
476, 114.0209937, 22.53307745, 1108217.6991599998, 2
569, 113.9792634, 22.53515726, 1700183.1968, 19
75, 114.0125466, 22.74553954, 1430171.53224, 1
769, 114.0549154, 22.6874012, 1004281.8258000001, 1
978, 113.9585573, 22.70959755, 993626.6916400001, 12
16, 114.3833801, 22.69048805, 1136077.6374456622, 26
303, 114.0447841, 22.67738457, 1258123.96996, 1
976, 114.0461422, 22.69132248, 1956402.4537199999, 1
734, 114.2252403, 22.63378122, 1361138.6316, 1
988, 114.1094237, 22.61478813, 1238119.82525, 2
770, 113.9238649, 22.572151, 1518559.5420600001, 11
233, 113.8830857, 22.79706448, 1710893.0883, 1
27, 113.9843857, 22.73744168, 1234246.5487000002, 14
72, 114.2810814, 22.68512797, 872501.8450500001, 1
127, 114.0499415, 22.74479642, 1652467.0065199998, 1
55, 114.3066361, 22.60150689, 2055625.9748200001, 1
36, 114.1831931, 22.55817396, 1674054.28256, 2
174, 114.0111018, 22.54849473, 1907951.8708799998, 4
248, 114.3489082, 22.76434466, 1700746.8753000004, 15
453, 113.7931053, 22.67053428, 1040603.65783, 1
650, 114.1266964, 22.55171362, 1323436.5925, 8
339, 114.0493414, 22.5279925, 2090139.2041200004, 17
820, 114.4206344, 22.64119686, 998926.88005, 1
121, 114.2472398, 22.74332592, 2136792.4578000004, 1
921, 113.9964075, 22.73472008, 1618770.3057899997, 4
628, 114.0104162, 22.63111842, 1178429.49312, 9
8, 114.0669311, 22.71030324, 1069546.1330400002, 1
543, 114.2741171, 22.72922143, 1312514.1136800002, 12
759, 113.8687342, 22.77005729, 2004113.8124699998, 5
887, 114.0373938, 22.57578613, 970560.96742, 4
253, 114.0139728, 22.75095175, 1104281.61272, 18
577, 114.2847691, 22.67326189, 1267310.3190000001, 22
394, 114.0534658, 22.64360118, 2036715.3664, 2
475, 113.838392, 22.58838925, 1349652.4742800002, 1
800, 113.8542351, 22.71577031, 1831777.9688999997, 1
842, 113.8200876, 22.70560139, 1264540.2418000002, 1
178, 114.013588, 22.73071888, 1400399.64438, 1
496, 113.8383081, 22.81741923, 1460652.0444999998, 1
71, 113.8931278, 22.78134163, 986319.80777, 10
28, 113.8122844, 22.71229903, 1362505.95459, 1
340, 113.9524126, 22.5405666, 1605990.90894, 8
257, 114.2262933, 22.68804049, 2158838.7291900003, 8
544, 113.9234122, 22.52390294, 1545219.9246, 16
353, 114.0770694, 22.58454823, 1106410.70694, 1
998, 113.8319797, 22.6725188, 1791526.49247, 1
557, 114.4981704, 22.56843849, 1167740, 0
871, 114.1217289, 22.54666103, 1263831.6174, 2
626, 114.0361853, 22.50864622, 1763295.86268, 1
581, 113.9275589, 22.50061021, 885880.3516199999, 7
639, 114.1216418, 22.68350161, 1580451.4413599998, 5
690, 113.9180058, 22.51905186, 1659434.0727800003, 10
275, 114.0582017, 22.70814865, 755719.0933750626, 19
41, 113.8460198, 22.63041229, 1223175.1747803704, 3
556, 114.0301239, 22.63180182, 1192163.9224, 1
444, 114.3059153, 22.67750201, 1831079.00756, 9
567, 114.0746699, 22.65832693, 1572413.3859499998, 2
910, 114.058659, 22.54400765, 1320824.3452800005, 3
94, 114.1082115, 22.57611145, 2059850.3425500002, 5
268, 114.0440301, 22.51042369, 2043331.34148, 2
843, 114.2922773, 22.5831055, 1021694.65992, 1
953, 114.3031337, 22.6052126, 1694050.3747199997, 1
654, 113.9952024, 22.67630999, 1302271.2700800002, 10
804, 114.2146748, 22.70297441, 1419664.565, 16
604, 114.021967, 22.61886057, 1829410.5192, 5
670, 114.2434892, 22.60829367, 1591795.8738000002, 1
125, 114.5580421, 22.55634191, 1089330, 0
228, 113.964386, 22.54286861, 1506599.8948000001, 7
337, 114.1134928, 22.53948341, 1195200.5858823145, 9
488, 113.8761848, 22.79295095, 856412.8501500002, 6
59, 113.9439491, 22.77869306, 879241.8293999999, 9
607, 114.4813031, 22.57814012, 1412091.94698, 2
899, 114.0408153, 22.52422319, 891472.350774016, 5
182, 113.8188409, 22.66555661, 1864253.90305, 26
907, 113.968556, 22.69827316, 926711.61165, 26
834, 114.0001385, 22.66584933, 1390668.94296, 1
520, 113.8245479, 22.63921669, 794535.4454399999, 1
884, 113.9699356, 22.53011123, 1116579.46708, 1
312, 114.3732926, 22.69322023, 1261647.76584, 8
43, 113.8086998, 22.76195894, 2018250.86925, 2
593, 114.3139215, 22.71418306, 1468872.0875400002, 1
387, 114.4958943, 22.53713707, 2037027.80534, 1
231, 114.1909831, 22.64747785, 1902154.03488, 6
429, 113.972242, 22.67589127, 744683.7189000002, 16
412, 113.893394, 22.52991899, 1371349.265, 5
256, 113.9945339, 22.53990409, 829791.1198499999, 17
920, 114.146039, 22.55984134, 1757556.0050399997, 1
74, 114.2118053, 22.6108732, 1081821.44026, 14
691, 114.3333945, 22.78563924, 1747693.2418000002, 1
384, 114.1121549, 22.56746314, 1827323.2982399997, 15
192, 114.4178188, 22.63241271, 2096658.5486000003, 1
349, 113.9107617, 22.70816067, 1100640.24961, 2
671, 114.3429519, 22.69030182, 1837535.5421499996, 6
722, 114.1156996, 22.65994584, 2118529.2744, 1
271, 114.0140647, 22.62626062, 1785443.5962, 2
835, 113.9064831, 22.75491946, 1701871.0112800002, 1
844, 114.1049978, 22.56803444, 2085225.53811, 14
419, 113.9258442, 22.73630744, 928822.99026, 1
122, 113.8399373, 22.59919761, 2013482.14914, 1
777, 113.9381521, 22.7278868, 1709195.6107600003, 1
784, 114.0351684, 22.64325826, 962031.70646, 3
851, 114.0420236, 22.55062703, 932378.99634, 10
625, 114.099536, 22.57721134, 1769831.3122600003, 8
270, 114.1209736, 22.57481572, 766090.3535910791, 19
469, 114.0946258, 22.54159553, 1831705.49595, 11
940, 113.9800439, 22.55948125, 1076136.33996, 4
234, 114.0730152, 22.53610772, 1325481.9401999998, 2
866, 114.1575204, 22.57007701, 1413750.7722800002, 1
358, 113.9044365, 22.56528958, 1800614.6004, 9
668, 114.0916162, 22.549222, 1308579.6377499998, 12
692, 113.9642825, 22.69510751, 1578609.01792, 6
50, 114.1016038, 22.53736933, 2125486.6776, 4
751, 114.0552492, 22.71411879, 1944723.0351999998, 2
375, 114.1876572, 22.64171731, 1607691.6075, 4
750, 113.8835278, 22.50407615, 2011182.3408599999, 1
747, 114.0418453, 22.63716316, 852823.0233599999, 1
530, 114.1298599, 22.57173101, 1898675.33328, 7
203, 114.1027893, 22.59637715, 1390076.2752800002, 10
917, 114.1323425, 22.59939517, 2249628.00942, 7
799, 113.9415958, 22.53640187, 802240.12528, 15
528, 114.0147288, 22.67646163, 521118, 0
565, 114.3236032, 22.67782678, 2198648.92588, 2
933, 113.889499, 22.78518445, 1823036.12062, 1
379, 114.1306793, 22.70066274, 1105167.346994381, 5
433, 113.8394428, 22.80603833, 1291574.26266, 5
522, 114.0401448, 22.56528493, 1028278.4247999999, 1
184, 113.8454037, 22.71817642, 2013920.20786, 1
932, 113.9404505, 22.5808303, 1555238.90731, 1
209, 114.0513711, 22.61576577, 808152.093468546, 23
176, 114.2391092, 22.6653546, 2323740.4586000005, 2
299, 113.9976651, 22.67571164, 845311.441182341, 35
964, 113.8978583, 22.79887797, 2015712.7054899998, 13
290, 113.8267721, 22.69907369, 946781.7872699999, 2
420, 114.3294027, 22.68940797, 1590720.05312, 5
133, 114.1607952, 22.60197128, 1541538.2987399998, 1
398, 113.8064836, 22.69279451, 1386436.52268, 39
404, 113.9142301, 22.54249797, 2041856.11432, 18
660, 114.0833317, 22.69787035, 848519.7406400001, 2
343, 113.8992632, 22.73667783, 2266997.35977, 16
68, 113.8276875, 22.72981511, 1588607.064, 6
155, 114.3678612, 22.73955335, 862228.4017599999, 18
456, 113.9142089, 22.7814563, 1083557.5700400001, 1
638, 114.0773215, 22.70524286, 1341619.2504, 1
939, 113.9070047, 22.73201308, 1968854.9170399997, 1
845, 114.0087173, 22.73838093, 1699587.3081, 2
643, 114.2169694, 22.61605202, 1415034.3487500001, 20
324, 114.0923412, 22.55686737, 1102537.43039, 2
699, 113.9163977, 22.70164617, 783712.8182399999, 1
990, 114.0613963, 22.61103131, 1306906.3178599998, 1
642, 114.1354023, 22.63396417, 805367.7357, 1
175, 113.8605175, 22.80416164, 1404066.7756499997, 3
285, 114.0651131, 22.63560027, 850354.11153, 1
304, 114.2774086, 22.72266366, 1901434.1369100004, 1
137, 113.8632916, 22.78347339, 1244964.4927500002, 1
814, 114.510525, 22.64360625, 1558216.7403000002, 1
590, 113.8658054, 22.58441702, 1793085.4661499998, 1
171, 113.9478989, 22.57658566, 1923200.17956, 12
348, 114.0306177, 22.68109238, 1517825.1494999998, 2
238, 114.2301425, 22.55957429, 1175142.842093319, 17
167, 113.9560825, 22.70340427, 1338626.92282, 11
828, 113.8461335, 22.76472884, 1829265.5733, 6
460, 113.8891921, 22.59012776, 1021216.3384499999, 1
18, 114.2203198, 22.69700052, 1459856.45256, 8
861, 113.9233533, 22.58496019, 1256845.2250199998, 30
608, 114.1351285, 22.5743363, 919481.1466972018, 3
423, 114.0512736, 22.65620457, 1617931.2300800001, 2
858, 113.8552673, 22.79763444, 1408656.72915, 13
841, 114.2107963, 22.65930324, 1211486.8213800003, 1
867, 113.9778758, 22.56564506, 578883.028303125, 4
148, 113.9321561, 22.78251295, 1862506.4996999996, 8
702, 114.1334528, 22.60298027, 864094.98285, 2
974, 114.37472, 22.69079949, 1026281.3924, 24
752, 113.993609, 22.7445097, 1718222.5193100001, 1
273, 113.7905001, 22.72072576, 1597825.6232399996, 1
139, 114.3538281, 22.68777839, 1090572.9516, 1
461, 113.8837285, 22.4815432, 1235673.46056, 2
678, 114.4142507, 22.63855059, 1506190.8252599998, 1
