firms-ID,x-coordinate,y-coordinate,capacity,staff,cost
1509, 113.9837854, 22.68785579, 2, 1.2890528905289054, 1265862
1117, 113.8839273, 22.58412415, 3, 2.5781057810578107, 1882500
1933, 114.3072888, 22.67023618, 12, 10.312423124231243, 9482616
1007, 113.8059591, 22.72585783, 8, 6.445264452644526, 6764525
1975, 113.8409704, 22.62437861, 2, 1.2890528905289054, 1288404
1136, 113.9478989, 22.57658566, 2, 1.2890528905289054, 1194156
1049, 114.0408615, 22.65806421, 2, 1.2890528905289054, 1241424
220, 114.0534658, 22.64360118, 2, 1.2890528905289054, 1264640
1410, 113.9355346, 22.68900164, 9, 7.734317343173432, 4700430
1182, 114.0348327, 22.5262719, 3, 2.5781057810578107, 2043808
1333, 113.907684, 22.55657403, 2, 1.2890528905289054, 1310962
576, 113.9964075, 22.73472008, 6, 5.1562115621156215, 4020516
614, 114.3559461, 22.72906025, 17, 14.179581795817958, 7907515
475, 113.8962024, 22.57405691, 5, 3.867158671586716, 2884224
781, 114.2981812, 22.60276444, 2, 1.2890528905289054, 659988
25, 114.0923787, 22.56380177, 8, 6.445264452644526, 6410870
622, 113.8225134, 22.71739482, 2, 1.2890528905289054, 1162980
807, 114.0654481, 22.57084405, 2, 1.2890528905289054, 816608
138, 114.2169694, 22.61605202, 9, 7.734317343173432, 5271750
1808, 114.1334528, 22.60298027, 2, 1.2890528905289054, 536535
740, 113.7982229, 22.69370504, 2, 1.2890528905289054, 645354
891, 114.0493414, 22.5279925, 6, 5.1562115621156215, 5191248
1177, 113.8982954, 22.70779894, 2, 1.2890528905289054, 2677652.120743034
1740, 113.8851632, 22.72061152, 8, 6.445264452644526, 2883440
681, 113.8835278, 22.50407615, 2, 1.2890528905289054, 1248786
1087, 113.896119, 22.72186615, 2, 1.2890528905289054, 753220
169, 114.510525, 22.64360625, 2, 1.2890528905289054, 967530
1198, 114.1717413, 22.56394335, 2, 1.2890528905289054, 1166812
817, 114.1697836, 22.60198124, 2, 1.2890528905289054, 1181635
1297, 114.0914813, 22.54589324, 2, 1.2890528905289054, 801416
1485, 113.8409704, 22.62437861, 2, 1.2890528905289054, 1288404
550, 113.7645846, 22.67131472, 2, 1.2890528905289054, 1263920
1564, 114.1357787, 22.61047964, 2, 1.2890528905289054, 522720
809, 113.9771094, 22.55295138, 11, 9.023370233702337, 3882494
865, 114.1212396, 22.61279607, 2, 1.2890528905289054, 838176
999, 114.1908585, 22.6355659, 6, 5.1562115621156215, 4385844
1997, 114.0254399, 22.71858525, 15, 12.890528905289052, 12688900
114, 113.9834399, 22.74001975, 6, 5.1562115621156215, 2812128
1685, 114.525409, 22.48126127, 2, 1.2890528905289054, 1168488
460, 114.1134928, 22.53948341, 5, 3.867158671586716, 2465562
1292, 114.0406397, 22.5999918, 2, 1.2890528905289054, 2677652.120743034
1878, 113.8714992, 22.78752544, 2, 1.2890528905289054, 742959
1992, 113.905693, 22.78527296, 2, 1.2890528905289054, 521940
155, 113.8086998, 22.76195894, 2, 1.2890528905289054, 1253175
670, 114.2118053, 22.6108732, 15, 12.890528905289052, 6717260
787, 114.1029601, 22.55553361, 2, 1.2890528905289054, 763525
582, 113.928491, 22.52050551, 6, 5.1562115621156215, 3141516
478, 114.0595264, 22.66399326, 2, 1.2890528905289054, 995328
671, 113.924939, 22.51239945, 2, 1.2890528905289054, 1434615
1217, 114.0582017, 22.70814865, 12, 10.312423124231243, 4035360
1583, 114.2175072, 22.66480641, 9, 7.734317343173432, 6501630
1802, 113.9894251, 22.73620886, 3, 2.5781057810578107, 1714648
254, 113.8464076, 22.74194233, 2, 1.2890528905289054, 521504
1851, 114.1217289, 22.54666103, 3, 2.5781057810578107, 1569480
625, 113.9082934, 22.5348752, 2, 1.2890528905289054, 877268
1711, 113.833737, 22.72531168, 2, 1.2890528905289054, 574902
1322, 113.968556, 22.69827316, 8, 6.445264452644526, 2877075
10, 113.918592, 22.51236448, 2, 1.2890528905289054, 1026658
1632, 114.3625294, 22.72891003, 2, 1.2890528905289054, 615543
219, 114.5769004, 22.49474317, 2, 1.2890528905289054, 1153541
1129, 113.8744093, 22.58226338, 5, 3.867158671586716, 3564432
1438, 114.3731557, 22.73982065, 2, 1.2890528905289054, 1421922
1529, 114.0923787, 22.56380177, 5, 3.867158671586716, 3846522
990, 114.3324378, 22.69398811, 8, 6.445264452644526, 7052000
96, 113.9634208, 22.70353264, 8, 6.445264452644526, 5966805
499, 114.2867986, 22.66660255, 9, 7.734317343173432, 3842940
590, 113.9234122, 22.52390294, 8, 6.445264452644526, 4797300
1298, 114.0305432, 22.56786856, 2, 1.2890528905289054, 788831
1752, 114.3285122, 22.67135289, 2, 1.2890528905289054, 1113665
1121, 114.3236798, 22.69825868, 8, 6.445264452644526, 4412500
1071, 114.0891792, 22.54178278, 3, 2.5781057810578107, 1451562
604, 113.932356, 22.56162924, 2, 1.2890528905289054, 1112991
1649, 114.2867986, 22.66660255, 5, 3.867158671586716, 1921470
1743, 114.0506193, 22.673603, 2, 1.2890528905289054, 584736
783, 113.8916427, 22.76205659, 11, 9.023370233702337, 3631166
816, 113.9853128, 22.56103544, 2, 1.2890528905289054, 1012986
943, 114.0254399, 22.71858525, 2, 1.2890528905289054, 1268890
719, 114.2282188, 22.54732311, 2, 1.2890528905289054, 1101464
707, 113.9219319, 22.76063276, 2, 1.2890528905289054, 1357360
1594, 114.019634, 22.66877246, 2, 1.2890528905289054, 500235
715, 114.2419631, 22.7339916, 2, 1.2890528905289054, 1063832
1644, 114.1061697, 22.60760021, 2, 1.2890528905289054, 678672
71, 113.8552673, 22.79763444, 9, 7.734317343173432, 5247990
163, 114.3842503, 22.74721594, 2, 1.2890528905289054, 517275
1908, 114.214763, 22.67006742, 5, 3.867158671586716, 3668160
1655, 114.0513711, 22.61576577, 8, 6.445264452644526, 2610560
1953, 114.1223451, 22.60760209, 2, 1.2890528905289054, 808678
626, 114.2351296, 22.70908286, 2, 1.2890528905289054, 934177
1014, 114.1308154, 22.58008543, 6, 5.1562115621156215, 2324580
91, 113.972242, 22.67589127, 23, 19.33579335793358, 6935850
454, 114.0503059, 22.5483735, 3, 2.5781057810578107, 2227476
433, 114.0658046, 22.54474181, 5, 3.867158671586716, 2986713
294, 113.9102712, 22.54288065, 6, 5.1562115621156215, 4106880
269, 113.8298166, 22.67844841, 2, 1.2890528905289054, 1011852
1604, 113.8352106, 22.77728948, 2, 1.2890528905289054, 1120512
1840, 114.2652891, 22.57777992, 2, 1.2890528905289054, 872625
1747, 113.8868121, 22.72240779, 2, 1.2890528905289054, 1183616
452, 113.8046056, 22.77301208, 2, 1.2890528905289054, 1233974
1424, 114.0492451, 22.56662297, 3, 2.5781057810578107, 1261706
419, 113.8980972, 22.55150493, 6, 5.1562115621156215, 2864064
533, 113.9065174, 22.76591498, 2, 1.2890528905289054, 1286400
1728, 113.8916427, 22.76205659, 3, 2.5781057810578107, 1037476
1829, 114.1134928, 22.53948341, 2, 1.2890528905289054, 821854
1304, 113.9256955, 22.68654991, 2, 1.2890528905289054, 979446
1807, 114.0406397, 22.5999918, 2, 1.2890528905289054, 933030
989, 113.9142301, 22.54249797, 5, 3.867158671586716, 3803496
1111, 113.9070047, 22.73201308, 2, 1.2890528905289054, 1222504
1780, 114.4795544, 22.58711497, 2, 1.2890528905289054, 514320
1676, 114.0074993, 22.58507887, 2, 1.2890528905289054, 1213113
370, 114.0361853, 22.50864622, 2, 1.2890528905289054, 1094868
653, 113.8978583, 22.79887797, 11, 9.023370233702337, 8761193
823, 114.1717413, 22.56394335, 6, 5.1562115621156215, 4667248
1030, 113.9945339, 22.53990409, 5, 3.867158671586716, 1545705
1226, 113.8948506, 22.55553054, 5, 3.867158671586716, 1751544
1553, 114.0306177, 22.68109238, 2, 1.2890528905289054, 942450
831, 113.9182386, 22.56843843, 8, 6.445264452644526, 6157375
472, 114.2240162, 22.70156244, 14, 11.601476014760147, 10418904
828, 114.0984549, 22.56231854, 9, 7.734317343173432, 5353776
1359, 113.884149, 22.54593081, 6, 5.1562115621156215, 2780536
441, 114.2792508, 22.66839408, 12, 10.312423124231243, 9037920
1962, 113.977303, 22.72436538, 3, 2.5781057810578107, 2099440
1103, 114.2472398, 22.74332592, 2, 1.2890528905289054, 1326780
698, 114.0280747, 22.56038858, 8, 6.445264452644526, 4654625
1133, 113.7851465, 22.68897935, 2, 1.2890528905289054, 1086645
1372, 113.9771094, 22.55295138, 3, 2.5781057810578107, 1109284
1344, 114.3732926, 22.69322023, 8, 6.445264452644526, 3916920
761, 113.936611, 22.67894119, 3, 2.5781057810578107, 2700800
188, 114.0268061, 22.53253681, 8, 6.445264452644526, 4685250
954, 114.3538281, 22.68777839, 2, 1.2890528905289054, 677160
1343, 114.0505903, 22.50486884, 2, 1.2890528905289054, 675048
693, 114.0320786, 22.56121934, 6, 5.1562115621156215, 4298316
1785, 114.0065176, 22.55598372, 2, 1.2890528905289054, 1468623
84, 114.1082115, 22.57611145, 2, 1.2890528905289054, 1279005
957, 113.8188409, 22.66555661, 9, 7.734317343173432, 6945330
827, 114.0440301, 22.51042369, 2, 1.2890528905289054, 1268748
337, 113.9683733, 22.70019117, 2, 1.2890528905289054, 1079761
1628, 114.0297176, 22.60251452, 5, 3.867158671586716, 2675880
1955, 113.896119, 22.72186615, 6, 5.1562115621156215, 3012880
353, 114.1027281, 22.7198865, 8, 6.445264452644526, 5360190
1012, 113.9634208, 22.70353264, 2, 1.2890528905289054, 1193361
386, 114.0518927, 22.5357264, 2, 1.2890528905289054, 818950
1267, 113.9778758, 22.56564506, 2, 1.2890528905289054, 453570
116, 113.9138098, 22.56441558, 3, 2.5781057810578107, 2889432
1300, 114.1354023, 22.63396417, 2, 1.2890528905289054, 500070
1549, 113.7905001, 22.72072576, 2, 1.2890528905289054, 992124
889, 113.9307782, 22.54961563, 3, 2.5781057810578107, 2563730
99, 114.2956573, 22.6953443, 2, 1.2890528905289054, 1266055
189, 114.1340834, 22.58581645, 5, 3.867158671586716, 2582361
190, 113.9585573, 22.70959755, 8, 6.445264452644526, 3084820
366, 114.0373938, 22.57578613, 6, 5.1562115621156215, 2410568
1257, 114.1331767, 22.5485137, 2, 1.2890528905289054, 986700
1610, 113.9430537, 22.58455382, 2, 1.2890528905289054, 1192386
70, 114.1354918, 22.55227385, 3, 2.5781057810578107, 1930624
77, 114.37472, 22.69079949, 15, 12.890528905289052, 6372400
309, 114.1049978, 22.56803444, 17, 14.179581795817958, 14242371
673, 114.1942113, 22.64106038, 3, 2.5781057810578107, 2632032
1345, 114.0659798, 22.55478286, 2, 1.2890528905289054, 573800
1800, 114.2563818, 22.58771104, 8, 6.445264452644526, 5975775
1723, 114.1082115, 22.57611145, 5, 3.867158671586716, 3837015
1661, 113.9784448, 22.5901607, 8, 6.445264452644526, 4146350
1965, 114.3199658, 22.72416385, 3, 2.5781057810578107, 2538052
328, 114.041213, 22.596557, 2, 1.2890528905289054, 1367810
1430, 114.2959773, 22.68899235, 14, 11.601476014760147, 10775808
1369, 113.8744093, 22.58226338, 2, 1.2890528905289054, 1188144
1883, 114.4813031, 22.57814012, 2, 1.2890528905289054, 876798
789, 113.9044365, 22.56528958, 2, 1.2890528905289054, 1118040
833, 114.1209736, 22.57481572, 9, 7.734317343173432, 2994660
128, 113.8759726, 22.80667899, 2, 1.2890528905289054, 1366360
450, 114.0610319, 22.71362, 11, 9.023370233702337, 6156108
901, 114.064592, 22.5648517, 3, 2.5781057810578107, 1899560
794, 114.0579046, 22.57556408, 8, 6.445264452644526, 3087090
1016, 114.1622281, 22.57001282, 2, 1.2890528905289054, 817560
1060, 114.2867986, 22.66660255, 2, 1.2890528905289054, 640490
318, 114.0891792, 22.54178278, 5, 3.867158671586716, 2177343
546, 114.0537597, 22.57958843, 5, 3.867158671586716, 2918592
396, 113.8102429, 22.73070417, 5, 3.867158671586716, 2481225
1451, 114.1575204, 22.57007701, 2, 1.2890528905289054, 877828
506, 114.5229326, 22.65319931, 2, 1.2890528905289054, 505365
810, 113.9588159, 22.69329109, 2, 1.2890528905289054, 591732
572, 114.2908189, 22.67684935, 8, 6.445264452644526, 5404385
692, 113.927185, 22.62988075, 5, 3.867158671586716, 3233331
1141, 113.8546887, 22.58178721, 3, 2.5781057810578107, 2318080
677, 114.0209937, 22.53307745, 2, 1.2890528905289054, 688116
836, 113.8893661, 22.5612539, 6, 5.1562115621156215, 1922460
1725, 114.1016038, 22.53736933, 2, 1.2890528905289054, 1319760
665, 113.8897551, 22.77264868, 11, 9.023370233702337, 4587723
115, 114.2786885, 22.72662505, 9, 7.734317343173432, 3473808
1095, 113.9338704, 22.49890379, 2, 1.2890528905289054, 1290470
420, 114.2125284, 22.72475814, 2, 1.2890528905289054, 2677652.120743034
853, 114.099536, 22.57721134, 9, 7.734317343173432, 6593556
1270, 114.0097436, 22.54087223, 2, 1.2890528905289054, 1293006
1232, 113.9169801, 22.73931425, 2, 1.2890528905289054, 856704
321, 114.2455148, 22.5868276, 2, 1.2890528905289054, 748419
1875, 114.0916162, 22.549222, 5, 3.867158671586716, 2437575
1545, 114.1091996, 22.58050961, 3, 2.5781057810578107, 2430160
1355, 114.0490229, 22.63510087, 8, 6.445264452644526, 6072570
976, 114.1221481, 22.6011108, 8, 6.445264452644526, 6688305
1211, 113.901536, 22.75932862, 2, 1.2890528905289054, 555305
1335, 114.0527624, 22.63151064, 9, 7.734317343173432, 5249520
8, 114.0621397, 22.54992919, 3, 2.5781057810578107, 1807440
1919, 114.0959054, 22.56484784, 3, 2.5781057810578107, 2383416
1210, 113.8833188, 22.57999628, 3, 2.5781057810578107, 1655850
1325, 114.001464, 22.63733905, 2, 1.2890528905289054, 567525
894, 113.9058349, 22.77099762, 2, 1.2890528905289054, 1167950
929, 114.2353191, 22.60937378, 2, 1.2890528905289054, 806366
1574, 114.1232007, 22.57802189, 2, 1.2890528905289054, 1142939
852, 113.8064836, 22.69279451, 8, 6.445264452644526, 4304340
1601, 113.9321561, 22.78251295, 5, 3.867158671586716, 3469410
623, 114.3480704, 22.68461142, 8, 6.445264452644526, 4912310
291, 113.8184481, 22.73843018, 2, 1.2890528905289054, 757440
1656, 114.48174, 22.54079562, 2, 1.2890528905289054, 1075965
1278, 113.9175271, 22.72183077, 8, 6.445264452644526, 6051830
1894, 113.9417295, 22.570109, 2, 1.2890528905289054, 945525
102, 114.0041979, 22.73380776, 2, 1.2890528905289054, 1435278
738, 114.0891792, 22.54178278, 8, 6.445264452644526, 3628905
1093, 113.8319797, 22.6725188, 2, 1.2890528905289054, 1112397
1370, 113.8553703, 22.78458004, 3, 2.5781057810578107, 1436820
540, 113.8594129, 22.76057567, 6, 5.1562115621156215, 5060288
618, 114.0348327, 22.5262719, 3, 2.5781057810578107, 2043808
1123, 113.89667, 22.77535293, 8, 6.445264452644526, 4361980
1039, 114.3122933, 22.69246974, 3, 2.5781057810578107, 2232448
1623, 113.8878711, 22.7567181, 2, 1.2890528905289054, 491985
1602, 113.936611, 22.67894119, 8, 6.445264452644526, 6752000
1132, 113.9883071, 22.5473325, 8, 6.445264452644526, 5135530
1360, 114.2391092, 22.6653546, 2, 1.2890528905289054, 1442860
1404, 114.1027281, 22.7198865, 5, 3.867158671586716, 3216114
778, 114.0321467, 22.60364925, 2, 1.2890528905289054, 614176
1893, 114.1132982, 22.57428937, 8, 6.445264452644526, 2612100
1914, 113.9952455, 22.5333633, 2, 1.2890528905289054, 890300
