people-ID,livelong,livelat,wslong,wslat
4685, 114.0569722, 22.51413081, 114.4766376, 22.55186405
6072, 114.0278292, 22.66347045, 0, 0
2681, 113.9072826, 22.56269528, 113.8992632, 22.73667783
11378, 113.9149808, 22.52972851, 0, 0
7432, 113.9727779, 22.56181651, 113.9741039, 22.5945247
9884, 114.0552119, 22.57259476, 0, 0
13048, 114.2146226, 22.73517897, 114.1984229, 22.64579507
9610, 114.1228172, 22.60168925, 113.9805994, 22.70188376
5181, 114.0985441, 22.56529973, 114.0923787, 22.56380177
5470, 114.076109, 22.53629136, 114.1121549, 22.56746314
3086, 114.03878, 22.60185337, 114.0545666, 22.56753132
15407, 114.1086432, 22.61121413, 0, 0
14537, 114.0239956, 22.64331109, 114.0327264, 22.63754927
9214, 113.8035446, 22.67359443, 113.8064836, 22.69279451
13626, 114.025815, 22.64293203, 113.8700743, 22.55588368
1576, 114.0544854, 22.5696858, 114.3833801, 22.69048805
8386, 114.1295402, 22.57343432, 114.1133922, 22.54692885
17105, 113.8245459, 22.74361825, 113.8837363, 22.76838744
25871, 113.9382846, 22.54399802, 0, 0
14715, 114.201737, 22.70969063, 114.2146748, 22.70297441
2338, 114.0966175, 22.55546143, 114.1133922, 22.54692885
8372, 114.1139303, 22.5495494, 0, 0
16485, 114.3573882, 22.68876983, 114.3039921, 22.68977252
3225, 114.0597696, 22.52218548, 114.1042953, 22.54730183
7567, 114.0569722, 22.51413081, 114.064592, 22.5648517
7414, 113.8493022, 22.59437716, 113.9399642, 22.72081946
5243, 114.0417678, 22.57489347, 113.9409297, 22.6785624
12321, 114.0634647, 22.71861803, 0, 0
11454, 113.8522069, 22.6141377, 114.2109974, 22.71058323
7779, 114.1239275, 22.54715471, 0, 0
15252, 114.2587965, 22.73161223, 114.2146748, 22.70297441
11906, 114.1239275, 22.54715471, 0, 0
11641, 114.1163164, 22.55172093, 0, 0
10744, 114.0870308, 22.53805308, 0, 0
17148, 114.1063035, 22.60805859, 114.1068236, 22.62223429
4825, 114.0360085, 22.57224267, 113.9495485, 22.54063909
2942, 113.9126704, 22.50856739, 114.0013371, 22.7334005
15259, 114.2556224, 22.59162635, 113.8225134, 22.71739482
8895, 114.1309326, 22.58914446, 114.1188756, 22.69922478
823, 114.0763185, 22.56025754, 114.0957679, 22.56965336
7047, 114.1042123, 22.53916777, 114.1029601, 22.55553361
17589, 114.2839641, 22.75655484, 114.2814846, 22.75480523
6692, 114.1052288, 22.69936491, 114.1315011, 22.70014802
14929, 114.2615814, 22.68973429, 114.2911761, 22.66884761
7496, 114.0593745, 22.57563188, 114.1141489, 22.58600777
2320, 113.9261702, 22.51602169, 114.3833801, 22.69048805
427, 114.0935406, 22.53768023, 114.3480704, 22.68461142
11019, 113.9299459, 22.74871131, 114.3638261, 22.74511559
16903, 114.2464279, 22.59127182, 114.1075515, 22.54658266
2901, 113.9294287, 22.54876079, 113.9366485, 22.52943032
609, 113.9359371, 22.4935171, 113.888317, 22.70280065
6922, 114.03412, 22.55356374, 114.2259248, 22.64134132
12123, 114.2096575, 22.69814443, 114.2208758, 22.67998515
9148, 114.1167624, 22.56310054, 114.0718589, 22.62126535
15368, 114.3239581, 22.68326099, 114.3065907, 22.67162813
2149, 114.0313355, 22.55962384, 0, 0
1215, 113.9725439, 22.55005074, 113.9870844, 22.5916808
2848, 114.1322741, 22.57814231, 114.0905531, 22.57029926
15198, 114.3298608, 22.67928296, 114.3403352, 22.679758
15713, 114.1314078, 22.61571589, 114.1422694, 22.60791832
11322, 114.0339166, 22.527063, 114.0461958, 22.52781667
13068, 114.1363146, 22.61920252, 114.3559461, 22.72906025
13339, 113.7721529, 22.6885906, 113.776818, 22.70616563
10688, 114.2273386, 22.69887747, 0, 0
5241, 113.983226, 22.53869913, 113.9811375, 22.55455443
7683, 113.8564484, 22.62003008, 113.8929618, 22.73107022
912, 114.023723, 22.53002473, 114.0151301, 22.5346779
7458, 113.9383125, 22.57746684, 113.9152116, 22.75330155
7322, 113.9912094, 22.53805411, 113.8064836, 22.69279451
10168, 114.13128, 22.57143687, 0, 0
7543, 113.8987779, 22.5518305, 113.9390427, 22.76296163
5657, 113.9258192, 22.51841222, 113.9158069, 22.73178047
17341, 114.1092472, 22.58454536, 114.1039334, 22.59992917
412, 113.9234447, 22.53452262, 113.9092994, 22.52140127
17540, 114.1998898, 22.724382, 114.2417657, 22.70691407
15919, 114.3475432, 22.66921114, 114.3268399, 22.66954748
2095, 114.0455283, 22.54648056, 114.035203, 22.55718007
17486, 114.0380729, 22.65203364, 113.8165886, 22.74648029
13581, 114.201737, 22.70969063, 114.2206988, 22.67479119
11492, 114.1220831, 22.59238119, 0, 0
10595, 114.1148137, 22.54773635, 0, 0
13855, 113.8963327, 22.58379126, 0, 0
9964, 114.2182253, 22.67609825, 0, 0
9413, 114.331894, 22.68824122, 0, 0
1861, 113.983226, 22.53869913, 113.9514808, 22.57933839
7282, 113.9868777, 22.56314355, 113.9687383, 22.56227034
8772, 114.1215163, 22.57176536, 114.1032037, 22.61256999
8078, 113.8620862, 22.6198378, 0, 0
2395, 113.9216623, 22.54510949, 114.0582017, 22.70814865
7451, 113.8678879, 22.5713629, 114.2847691, 22.67326189
2475, 114.0181437, 22.55644728, 114.0083063, 22.53841363
11494, 113.8522069, 22.6141377, 0, 0
4038, 114.1340787, 22.550601, 114.102844, 22.60151047
3976, 113.9126704, 22.50856739, 0, 0
8102, 114.0560703, 22.51722626, 0, 0
9963, 114.0645435, 22.64972893, 114.0701533, 22.65422694
12232, 113.9379107, 22.76365792, 113.9219319, 22.76063276
3886, 114.1180708, 22.5549898, 114.2301425, 22.55957429
9369, 113.9337326, 22.76402951, 113.9152116, 22.75330155
15961, 114.2507345, 22.72444121, 114.1104524, 22.61226424
17451, 114.3246862, 22.68515792, 114.33021, 22.69639271
15807, 114.2001423, 22.65019022, 0, 0
8579, 113.8591147, 22.57989424, 0, 0
10855, 113.8885816, 22.57839234, 0, 0
8420, 114.1198132, 22.5804568, 0, 0
9119, 114.1087436, 22.54383051, 0, 0
16191, 114.1222988, 22.61457652, 113.9385719, 22.80087984
5339, 113.9206165, 22.51932572, 114.0648785, 22.66256822
9461, 114.0993355, 22.62579671, 0, 0
14, 114.1647447, 22.56349577, 114.1717413, 22.56394335
3, 113.9496693, 22.55122213, 113.9102712, 22.54288065
8512, 113.8361658, 22.64005263, 113.8336617, 22.63291191
1329, 113.9179884, 22.53136052, 113.9300759, 22.67488161
8107, 113.811802, 22.66183387, 113.8188409, 22.66555661
3504, 114.0370273, 22.51970821, 0, 0
16780, 114.3337922, 22.6956631, 0, 0
8851, 114.1657279, 22.56885969, 114.1584063, 22.56203742
16878, 114.1207023, 22.53944976, 114.3477684, 22.70603955
12183, 114.1072085, 22.62652505, 114.1061697, 22.60760021
4286, 114.0358617, 22.54489447, 113.8881389, 22.7330613
25783, 113.92003612084812, 22.505327302968695, 113.8553703, 22.78458004
10545, 114.0645435, 22.64972893, 114.0696339, 22.57201316
14270, 114.2164448, 22.72955162, 114.2387213, 22.56366033
12579, 113.808973, 22.73600021, 113.8276875, 22.72981511
11792, 114.0684466, 22.57172139, 0, 0
4230, 114.0378911, 22.55018212, 113.9743099, 22.68119216
9712, 114.0433814, 22.56069812, 0, 0
16707, 114.1207023, 22.53944976, 113.8232585, 22.73145729
2121, 114.0766158, 22.57425922, 114.0832859, 22.57238701
14352, 113.8288835, 22.685504, 113.8267721, 22.69907369
12427, 113.8170316, 22.67345173, 113.8210521, 22.72300151
25639, 113.92003612084812, 22.505327302968695, 114.083931, 22.57253073
13699, 113.8288835, 22.685504, 113.7942554, 22.72498335
13713, 113.8154939, 22.76043031, 113.8003849, 22.74307814
17309, 114.1993974, 22.70153885, 114.1075515, 22.54658266
3203, 114.0706314, 22.52768003, 114.0984549, 22.56231854
8529, 113.8464461, 22.59849596, 0, 0
15550, 114.2615814, 22.68973429, 114.3160098, 22.70745292
25562, 114.08516575967163, 22.544436945091512, 114.2247268, 22.55089246
5586, 113.9321822, 22.52669891, 114.2567754, 22.59454
3688, 113.922354, 22.52687612, 113.9187309, 22.57620516
9800, 114.2487939, 22.59399093, 0, 0
7480, 113.9670167, 22.5555286, 113.9608013, 22.6869296
12117, 114.2190045, 22.55934086, 114.1647452, 22.56602095
9051, 114.0518669, 22.60421052, 114.026119, 22.60281383
5464, 114.0267685, 22.56030348, 114.0352784, 22.56462023
16946, 114.0304731, 22.6598973, 114.0335776, 22.68570394
13424, 114.1199951, 22.58974927, 114.1027893, 22.59637715
8782, 113.9149808, 22.52972851, 113.9281358, 22.74747605
15664, 114.3348848, 22.68106926, 0, 0
25981, 113.8281835, 22.78771022, 0, 0
9594, 114.1228172, 22.60168925, 114.1330778, 22.60555936
15878, 114.1103352, 22.68648221, 113.9634208, 22.70353264
11729, 114.0521542, 22.71887003, 0, 0
4026, 113.9321822, 22.52669891, 113.9003568, 22.56407266
93, 113.933393, 22.49101418, 114.3312856, 22.67827006
8655, 114.0825265, 22.54407702, 113.8927493, 22.76804691
585, 114.0077078, 22.54389028, 114.020055, 22.52993921
8959, 114.0019357, 22.54763075, 114.0024811, 22.53454229
8342, 113.8858823, 22.49565763, 0, 0
17435, 114.3246862, 22.68515792, 114.2859072, 22.6697701
2009, 114.111386, 22.53035179, 114.1066269, 22.53662973
8866, 114.1187027, 22.57398636, 114.07856, 22.54555986
2833, 114.2424108, 22.59416598, 113.7905001, 22.72072576
7840, 114.0173094, 22.62430723, 113.9754926, 22.68904289
3678, 113.9125316, 22.53090269, 113.8503056, 22.72011299
4200, 113.9599038, 22.59036487, 113.9734805, 22.62434102
1793, 114.1218402, 22.55305093, 114.1266964, 22.55171362
15328, 114.1359977, 22.6101582, 114.1359973, 22.57710531
1989, 114.0077078, 22.54389028, 114.0503917, 22.5948486
1462, 113.9519058, 22.54701975, 113.8661029, 22.75930169
16465, 114.2658949, 22.72232383, 114.2856717, 22.71385056
16447, 114.1190419, 22.62508865, 114.1061697, 22.60760021
9270, 114.1673218, 22.56516296, 114.2301425, 22.55957429
5632, 114.0523451, 22.63970515, 114.0466717, 22.64186821
3031, 114.0927183, 22.56881571, 114.0984549, 22.56231854
6046, 114.0767642, 22.54745648, 114.0790509, 22.54727143
17097, 114.3355732, 22.71003255, 114.3408456, 22.69281194
8184, 114.1281226, 22.54491842, 114.1669082, 22.5643092
25741, 114.08299300154083, 22.553127978175954, 113.8700743, 22.55588368
4266, 114.0301127, 22.52337261, 113.9897979, 22.6785019
16768, 114.1782169, 22.65210551, 114.3477684, 22.70603955
6215, 113.8443979, 22.60607457, 113.9175271, 22.72183077
16751, 114.2421145, 22.73886973, 0, 0
4108, 114.0182988, 22.63196421, 114.0513711, 22.61576577
9618, 113.9360299, 22.74693106, 113.9337818, 22.7618021
5541, 114.0478585, 22.52515452, 114.0891034, 22.70606051
17556, 114.3246862, 22.68515792, 114.3122933, 22.69246974
2422, 113.9464051, 22.5290985, 113.8916427, 22.76205659
832, 114.0794825, 22.560891, 114.0959054, 22.56484784
15446, 114.0521828, 22.51075325, 114.1039334, 22.59992917
17584, 114.1998898, 22.724382, 113.8425345, 22.73227453
8469, 113.8858823, 22.49565763, 114.3072888, 22.67023618
7879, 114.058055, 22.69512613, 114.0451087, 22.69190644
3461, 114.0908567, 22.56083649, 114.125392, 22.59488349
12038, 114.0436235, 22.56713422, 0, 0
12334, 114.0423111, 22.69632602, 113.9757367, 22.69308219
6729, 114.0169023, 22.63031988, 0, 0
9668, 113.8579814, 22.62330717, 113.8059591, 22.72585783
369, 114.0181437, 22.55644728, 114.07856, 22.54555986
1258, 114.0645435, 22.64972893, 114.0449546, 22.6961237
15641, 114.2084736, 22.70857754, 114.287889, 22.72307688
5687, 113.8493022, 22.59437716, 113.8059591, 22.72585783
14282, 114.1521987, 22.61530084, 114.153938, 22.59952092
14430, 114.1151491, 22.69657187, 114.0891034, 22.70606051
17200, 114.1125384, 22.59592024, 114.1141489, 22.58600777
17441, 114.2021686, 22.69935561, 114.2178755, 22.68620788
5009, 114.1248603, 22.59405869, 0, 0
15011, 114.1182255, 22.67187027, 114.1222053, 22.69299894
9225, 113.8846552, 22.58885046, 0, 0
1411, 113.9002739, 22.48314129, 113.9275533, 22.63746989
16428, 114.2494805, 22.73784483, 114.1047132, 22.61694101
9281, 113.9299459, 22.74871131, 0, 0
10952, 114.116775, 22.57874888, 0, 0
4849, 114.029352, 22.64951895, 114.0083499, 22.63529777
12357, 114.2246353, 22.55317367, 0, 0
5382, 113.9040543, 22.57707871, 113.9182386, 22.56843843
9060, 114.0496003, 22.59798946, 114.055946, 22.67616114
10464, 113.8877196, 22.49878479, 114.0135224, 22.72799984
1130, 113.8957434, 22.53233885, 113.884149, 22.54593081
13154, 114.1757151, 22.6364007, 114.1727569, 22.64463571
4595, 113.8511874, 22.57309821, 113.8821179, 22.81945596
13658, 114.1045952, 22.54499207, 114.08199, 22.55050255
7108, 113.9620102, 22.54446133, 113.8878711, 22.7567181
25817, 114.08299300154083, 22.553127978175954, 113.9611238, 22.54367309
5760, 114.081089, 22.54846213, 114.0709098, 22.55199265
16128, 114.3380546, 22.70875335, 114.1075515, 22.54658266
25603, 114.0090737, 22.63994719, 0, 0
16304, 114.11241, 22.54223148, 114.1051877, 22.54266959
3767, 113.9229318, 22.51620911, 114.0512736, 22.65620457
3918, 114.0611423, 22.53592798, 0, 0
6988, 113.8468301, 22.61160865, 113.9976651, 22.67571164
2408, 114.0884063, 22.54678497, 114.1039334, 22.59992917
