OID_,lat,Long,price,Rent,Capacity,district
1101,39.91178000000,116.25896800000,102347,1432,8,6
1102,39.90061800000,116.53316900000,52781,739,13,3
1103,39.86639800000,116.65161800000,50566,708,25,9
1104,39.71647600000,115.92207900000,15468,216,18,8
1105,39.97315900000,116.71737600000,93660,1311,19,9
1106,39.85140900000,116.54166000000,29742,416,2,3
1107,40.09902200000,116.25494600000,38773,542,29,6
1108,40.04380700000,116.58346300000,37670,526,10,3
1109,39.85071000000,116.48870300000,61182,856,9,3
1110,40.18621200000,116.29953800000,41982,588,9,11
1111,39.80913700000,116.57350600000,69959,979,25,9
1112,39.84441200000,116.64463900000,40973,573,27,9
1113,40.03113600000,116.34774500000,96556,1351,18,6
1114,40.04018500000,116.19988000000,66408,930,24,6
1115,40.11260100000,116.82021800000,29212,409,24,10
1116,39.95116700000,116.45442400000,87620,1226,19,3
1117,39.90882800000,116.61787900000,41803,585,9,9
1118,39.99454800000,116.30602000000,157313,2202,13,6
1119,39.78916800000,116.56657300000,82276,1152,24,12
1120,39.73743600000,116.49092600000,120149,1682,9,12
1121,39.93853400000,116.41869700000,168739,2362,63,1
1122,40.01109200000,116.39249300000,87241,1221,9,3
1123,40.33046100000,116.80892000000,13648,190,12,15
1124,39.95613100000,116.35260900000,108305,1516,27,6
1125,39.86534600000,116.51658200000,81635,1142,9,3
1126,39.95564600000,116.44465200000,87016,1218,19,3
1127,39.91178700000,116.40453400000,109480,1532,28,1
1128,39.81057800000,116.87071200000,26650,373,13,9
1129,40.22650000000,116.27825300000,49848,698,2,11
1130,40.10358200000,117.11344600000,22588,316,28,14
1131,39.83166100000,116.54508600000,89473,1252,22,3
1132,40.16604100000,116.53426800000,33690,471,24,10
1133,40.05673800000,116.68774300000,41149,576,25,10
1134,40.01089700000,116.46490300000,58298,816,12,3
1135,40.06463700000,116.56407900000,42238,591,20,10
1136,39.64887400000,116.19229600000,54090,757,18,8
1137,39.86625600000,116.28394800000,74626,1045,25,4
1138,39.78158800000,116.37747100000,50812,711,18,4
1139,39.95746900000,116.32586700000,130304,1824,28,6
1140,39.86450900000,116.54755600000,46506,651,7,3
1141,39.92025200000,116.28494000000,101796,1425,18,6
1142,40.01840500000,116.47484600000,102248,1431,13,3
1143,40.26409800000,116.21949700000,25804,361,18,11
1144,39.86636000000,116.52159900000,81635,1142,18,3
1145,39.58365300000,116.00373000000,14581,204,24,8
1146,39.91499900000,116.61379100000,38102,534,19,3
1147,40.19297500000,116.11929800000,27638,386,25,11
1148,39.64890700000,116.13001200000,16770,235,12,8
1149,40.05470100000,116.39901600000,79386,1111,25,11
1150,40.10918500000,116.65844400000,38964,546,28,10
1151,39.87820300000,116.64842500000,42751,598,11,9
1152,40.13787600000,116.19110500000,60102,841,13,6
1153,40.07051900000,116.13520000000,77508,1084,25,6
1154,40.04723400000,116.16881400000,72733,1018,10,6
1155,40.03122200000,116.47641200000,105478,1477,2,3
1156,40.16860900000,116.43251300000,48646,681,19,11
1157,40.07751100000,116.27193700000,114906,1609,25,6
1158,40.07873700000,116.40476600000,42962,601,18,11
1159,40.14926500000,116.49421400000,36638,512,19,10
1160,40.00018900000,116.35441000000,109037,1526,12,6
1161,39.90042900000,116.15830300000,45649,639,10,5
1162,39.87314200000,116.17296000000,71065,994,12,4
1163,40.21309200000,116.83883400000,30492,427,24,10
1164,40.01578800000,116.44595700000,148626,2080,8,3
1165,39.62970600000,116.34399800000,33119,463,29,12
1166,40.05453400000,116.14923100000,72481,1015,19,6
1167,39.67994100000,116.20211200000,54090,757,9,8
1168,39.83070100000,116.52702600000,61271,858,25,3
1169,40.03800400000,116.15232100000,72481,1015,9,6
1170,39.81575600000,116.66221900000,40973,573,2,9
1171,39.81899700000,116.40205900000,57125,799,6,4
1172,40.06650000000,116.02382900000,18872,264,18,7
1173,39.91048800000,116.54555100000,57998,812,28,3
1174,40.11558700000,116.22756900000,60839,852,19,6
1175,40.27301100000,116.39149100000,24269,339,19,11
1176,39.86757100000,116.52971900000,81635,1142,19,3
1177,40.07449100000,116.54020100000,42140,590,28,10
1178,39.94643400000,116.12418000000,37271,522,19,5
1179,39.54767100000,116.29757400000,27638,386,25,12
1180,40.07234600000,116.08823700000,30712,429,18,6
1181,39.93880600000,116.53340100000,58375,817,19,3
1182,39.85895800000,116.60754300000,77771,1088,13,3
1183,39.89144700000,116.56614700000,49756,696,12,3
1184,40.25242900000,116.51820400000,54400,762,12,10
1185,39.84139900000,116.65162100000,40973,573,25,9
1186,39.97931800000,116.46528500000,90779,1270,21,3
1187,39.61085500000,116.19184700000,18860,264,25,8
1188,40.02377800000,116.25208100000,89671,1255,12,6
1189,39.93112500000,116.12621800000,47500,664,24,5
1190,40.13337900000,116.19852400000,60102,841,8,6
1191,40.21750200000,116.22047400000,47696,667,24,11
1192,40.13916800000,116.41431500000,52568,735,12,11
1193,40.22229300000,116.75345800000,36500,511,19,10
1194,39.99945700000,116.25948800000,109954,1539,18,6
1195,39.85821900000,116.41204000000,66461,930,25,4
1196,39.87928000000,116.25997200000,71035,994,12,4
1197,39.95641700000,116.63801600000,51152,716,21,9
1198,40.13961400000,116.53513700000,63944,895,13,10
1199,40.00659300000,116.48107500000,87360,1222,21,3
1200,39.98326800000,116.67691700000,79787,1117,18,9
1201,40.40325100000,117.11313900000,31135,435,6,15
1202,39.80334000000,116.46353800000,67031,938,13,12
1203,40.16730000000,116.54162200000,33690,471,2,10
1204,39.67398200000,116.58549300000,22237,310,24,12
1205,39.93842000000,116.36058200000,179752,2516,24,2
1206,40.16615500000,116.33131100000,38626,541,9,11
1207,40.24342500000,116.18661500000,39330,550,24,11
1208,39.98637600000,116.66066800000,57982,811,21,9
1209,39.84410000000,116.39206500000,68371,957,73,4
1210,39.86417900000,116.36101300000,80772,1130,25,4
1211,39.94700500000,116.67350200000,43044,602,24,9
1212,40.23531800000,116.23282900000,43627,610,24,11
1213,39.88628300000,116.25470900000,67709,948,25,4
1214,39.91932700000,116.19948600000,89580,1254,25,5
1215,40.54814600000,116.08131000000,24172,338,25,16
1216,39.84435700000,116.33074800000,67585,945,28,4
1217,39.88564300000,116.39375900000,119186,1669,24,2
1218,40.09614600000,116.66145000000,39959,559,12,10
1219,40.52872300000,116.81276500000,18763,262,10,15
1220,39.64691300000,116.39997600000,28152,393,12,12
1221,39.97432600000,116.04038600000,28800,403,17,7
1222,39.77960800000,116.52426500000,30605,428,13,12
1223,40.12739700000,116.61743200000,35953,502,18,10
1224,39.82352400000,116.27196900000,89119,1248,19,4
1225,40.28469600000,116.94475700000,28784,403,9,15
1226,40.05116000000,116.33357100000,75563,1058,21,6
1227,39.96905500000,116.25757200000,74796,1047,9,6
1228,39.93371300000,116.30831600000,125777,1760,21,6
1229,39.80805800000,116.83319700000,26650,373,12,9
1230,39.83873700000,116.33963500000,89160,1248,17,4
1231,39.67168700000,116.51974000000,22498,314,18,12
1232,39.73546600000,116.57272900000,34968,489,12,9
1233,39.88640100000,116.43973600000,72956,1021,72,3
1234,40.22622900000,116.20137500000,32587,456,12,11
1235,39.97212600000,116.31683500000,151579,2121,12,6
1236,39.95232600000,116.29719500000,136476,1910,6,6
1237,39.79669100000,116.51067600000,30864,432,24,12
1238,40.03171100000,116.55945400000,72074,1009,25,3
1239,40.19344200000,116.26674000000,70296,984,24,11
1240,40.10116200000,116.33069600000,67672,948,12,11
1241,39.98126900000,116.49171400000,60464,846,25,3
1242,39.86624300000,116.29301200000,56309,788,25,4
1243,40.22548100000,116.18061000000,40560,567,24,11
1244,40.13127800000,116.90395500000,22175,310,16,10
1245,39.89417000000,116.20173000000,75364,1054,13,5
1246,39.68350400000,116.54832600000,28595,400,49,12
1247,39.72557100000,116.29819700000,41600,582,17,12
1248,39.95820200000,116.40651600000,141464,1980,45,1
1249,39.78448200000,116.39573100000,37908,530,16,12
1250,40.04198400000,116.28753200000,109122,1527,19,6
1251,40.22955800000,116.09548600000,26144,366,19,11
1252,40.01075900000,116.53349300000,69317,970,18,3
1253,40.36383800000,115.95615200000,37697,528,1,16
1254,40.07200800000,116.35983700000,66458,930,19,11
1255,39.91959600000,116.35178000000,194334,2720,19,2
1256,39.80614400000,116.34965100000,68021,952,24,4
1257,39.72010100000,116.19334300000,54090,757,24,8
1258,39.96884000000,116.51573300000,127612,1786,25,3
1259,39.84249000000,116.52829000000,51505,721,11,3
1260,40.34634500000,116.83914000000,32708,458,9,15
1261,40.04281500000,116.40193000000,60373,844,28,11
1262,40.12015100000,116.17817300000,88474,1238,24,6
1263,39.73123800000,116.18339400000,54265,759,25,8
1264,40.04916900000,116.23025900000,70630,988,24,6
1265,39.69130300000,116.24578300000,32590,456,9,12
1266,39.93808100000,116.34991200000,76154,1065,12,2
1267,39.97126000000,116.20873000000,72102,1009,24,6
1268,39.95265400000,116.24018900000,150112,2101,25,6
1269,40.37621900000,116.76135700000,17708,248,18,15
1270,40.07882000000,116.35128000000,28680,402,10,11
1271,39.67140100000,116.31899500000,36037,504,25,12
1272,40.46715000000,116.02934700000,24172,338,27,16
1273,39.79793700000,116.44347800000,50248,703,12,12
1274,39.61650700000,116.14943900000,16770,235,28,8
1275,39.85531700000,116.20919600000,50611,708,48,4
1276,39.99821600000,116.45103700000,83785,1172,9,3
1277,39.75036900000,116.54378300000,41588,582,8,9
1278,39.78988400000,116.43381400000,46906,656,12,12
1279,40.04354500000,116.50444700000,102168,1430,24,3
1280,40.15341500000,116.41963500000,30804,430,19,11
1281,39.91427300000,116.37360000000,197182,2760,19,2
1282,39.90355900000,116.52661100000,52781,739,9,3
1283,40.07844900000,116.23514000000,109042,1526,28,6
1284,39.96030600000,116.42857900000,89480,1252,19,3
1285,39.67898100000,116.59955100000,22237,310,16,12
1286,39.99773600000,116.46715200000,81265,1137,20,3
1287,39.90145400000,116.17874100000,37538,525,9,5
1288,39.75014700000,116.13359100000,26612,372,18,8
1289,39.89148900000,116.09887400000,30781,430,12,7
1290,40.00163000000,116.75747400000,37021,518,21,9
1291,39.81332900000,116.36663800000,61919,866,15,4
1292,40.09559200000,116.18447600000,84848,1188,25,6
1293,39.95791500000,116.36862900000,190252,2664,8,2
1294,39.94867100000,116.33009200000,117318,1642,16,6
1295,40.08250500000,116.36725300000,53599,750,5,11
1296,40.51074100000,115.94754100000,14978,210,12,16
1297,40.02377900000,116.24070500000,114893,1608,25,6
1298,40.18959100000,116.16431000000,29978,420,16,11
1299,39.86741800000,116.42870100000,76496,1070,18,4
1300,40.01434600000,116.45452100000,112350,1573,25,3
1301,39.89964500000,116.47537200000,83905,1174,12,3
1302,40.10325200000,116.15836100000,52151,729,19,6
1303,39.48645500000,116.34446500000,31934,447,20,12
1304,40.11955100000,116.62623100000,51364,718,18,10
1305,39.88692400000,116.01286100000,44677,625,19,7
1306,39.70894100000,116.42286600000,47128,660,18,12
1307,39.77530900000,116.17545700000,50670,709,24,8
1308,40.01123000000,116.47892300000,102248,1431,6,3
1309,39.80910700000,116.29090800000,80226,1123,18,4
1310,39.83101800000,116.46155800000,50518,706,24,3
1311,40.37732300000,116.85181200000,30925,433,6,15
1312,39.98110800000,116.42251800000,124526,1743,19,3
1313,40.07467000000,116.31983400000,66614,932,18,11
1314,39.90285800000,116.24100700000,74596,1044,18,5
1315,40.03023100000,116.36244400000,96466,1350,24,6
1316,39.92122500000,116.47592400000,76331,1069,15,3
1317,39.78130100000,116.71147200000,30665,429,16,9
1318,39.97631200000,116.40320600000,103420,1448,19,3
1319,39.76446300000,116.70963600000,30665,429,12,9
1320,40.24758600000,116.25409300000,48917,685,16,11
1321,40.00616400000,116.45406600000,145704,2040,5,3
1322,39.97821300000,116.30772200000,107225,1501,8,6
1323,40.13774200000,116.62480600000,36959,517,18,10
1324,39.69243500000,116.27724800000,32590,456,10,12
1325,39.86618000000,116.32735900000,67032,938,12,4
1326,40.21496500000,116.19135300000,33431,468,6,11
1327,39.89430600000,116.49510400000,103864,1454,19,3
1328,39.88616200000,116.33633600000,152321,2132,55,2
1329,40.06609300000,116.38318400000,62119,870,19,11
1330,39.77078200000,116.21913100000,32162,450,48,8
1331,40.09160200000,116.22510000000,71130,996,15,6
1332,39.87888000000,116.04531100000,48655,681,6,7
1333,39.97456200000,116.51125600000,61841,865,13,3
1334,39.83181000000,116.74419300000,41310,578,12,9
1335,39.94759600000,116.13540300000,43175,604,12,5
1336,39.92014000000,116.32910700000,190495,2666,55,2
1337,39.72422500000,116.17637500000,42949,601,24,8
1338,39.91716700000,116.54741600000,56084,784,16,3
1339,40.20723700000,116.55163900000,54400,762,18,10
1340,40.09310800000,116.88321800000,22175,310,18,10
1341,39.75631000000,116.34648700000,38190,535,18,12
1342,39.91318700000,116.09763700000,54890,768,24,7
1343,39.88617100000,116.33134700000,109568,1533,15,2
1344,39.93450800000,116.43350100000,124928,1748,43,1
1345,39.97742600000,116.43215600000,195773,2740,2,3
1346,40.08455400000,116.55885600000,25879,362,24,10
1347,40.08810100000,116.34870800000,65984,924,15,11
1348,40.02123400000,116.29426800000,106714,1494,13,6
1349,39.77773600000,116.51464100000,47358,663,2,12
1350,39.89623900000,116.29428400000,131112,1836,2,6
1351,39.88530300000,116.65530000000,62851,879,15,9
1352,39.94890400000,116.36920900000,188969,2646,15,2
1353,39.89623300000,116.29784900000,94326,1320,5,6
1354,39.96755800000,116.10811800000,27170,380,24,7
1355,39.99672700000,116.47792200000,140332,1964,19,3
1356,39.98427300000,116.75540500000,37021,518,15,9
1357,39.87495600000,116.53954700000,48494,679,16,3
1358,39.99635400000,116.67154500000,57982,811,19,9
1359,39.86201600000,116.18348200000,71065,994,10,4
1360,39.76840700000,116.42186700000,40945,573,14,12
1361,39.74019600000,115.84775300000,15468,216,8,8
1362,40.12432000000,116.64078100000,51119,715,54,10
1363,40.10331000000,116.56500900000,62053,868,12,10
1364,40.16983600000,116.23000000000,56132,786,16,11
1365,39.75906700000,116.25871000000,42368,592,19,12
1366,40.08048100000,116.33930400000,60493,847,9,11
1367,40.00263600000,116.42801400000,113138,1584,13,3
1368,40.09832500000,116.73434100000,26555,372,21,10
1369,39.88813100000,116.28394600000,139860,1958,13,4
1370,40.39743400000,116.83590600000,26740,374,25,15
1371,39.95083100000,116.11118900000,30316,424,3,7
1372,40.17898600000,116.39808300000,25279,354,11,11
1373,40.07702300000,116.42072700000,48529,679,16,11
1374,40.08656800000,116.19504500000,68659,961,16,6
1375,40.14284000000,116.63519700000,41866,585,18,10
1376,39.96644900000,116.36327400000,110762,1550,18,6
1377,40.13996900000,116.01356700000,27638,386,38,11
1378,39.88650500000,116.67944000000,49198,688,16,9
1379,39.78715400000,116.29507500000,40043,560,1,4
1380,40.28487500000,116.66788300000,34080,477,32,13
1381,39.94414100000,116.20488000000,63245,885,25,5
1382,40.25669400000,116.83647900000,13648,190,19,10
1383,40.05645000000,116.57669400000,41249,577,2,10
1384,39.91291400000,116.65334600000,44407,621,9,9
1385,40.00863200000,116.29561000000,101472,1420,2,6
1386,40.33723200000,116.51652300000,22456,314,24,13
1387,39.79612300000,116.36473100000,54280,759,18,4
1388,39.65402700000,116.62207700000,25110,351,38,12
1389,40.09874100000,116.36902700000,37043,518,24,11
1390,40.04345400000,116.28003200000,92996,1302,18,6
1391,39.96606500000,116.68677000000,43555,609,15,9
1392,39.65870500000,116.23169300000,32590,456,24,12
1393,39.83702100000,116.63196400000,17483,244,15,9
1394,40.00031500000,116.50753300000,150472,2107,15,3
1395,39.88053000000,116.50939500000,69888,978,16,3
1396,40.01508500000,116.32829400000,101986,1428,14,6
1397,40.02941700000,116.54965800000,123116,1723,16,3
1398,40.16564300000,116.82611500000,30492,427,10,10
1399,40.21821000000,116.18834500000,39330,550,18,11
1400,40.05954000000,116.95943000000,28274,396,16,14
1401,39.95976700000,116.55787300000,101869,1425,25,3
1402,39.67683800000,115.93156900000,30620,428,19,8
1403,39.92798700000,116.61515200000,42367,592,13,3
1404,39.89410900000,116.25495000000,57678,807,3,4
1405,40.06144600000,116.57168900000,41249,577,19,10
1406,39.80886300000,116.43540600000,43130,603,18,12
1407,39.99437800000,116.36837900000,97322,1362,12,3
1408,40.12624800000,116.20639900000,63251,885,11,6
1409,39.74481000000,116.14932800000,32879,460,16,8
1410,40.05454700000,116.55332900000,38388,537,24,10
1411,39.75642900000,116.54793700000,41588,582,16,9
1412,40.04699600000,116.18119200000,55123,771,18,6
1413,40.38489700000,116.55515500000,25843,362,16,13
1414,39.79190500000,116.62003200000,44964,630,7,9
1415,40.07660600000,116.51902000000,94102,1317,10,10
1416,40.05026500000,116.60708100000,42150,590,25,10
1417,39.77652300000,116.31483600000,33253,465,16,12
1418,39.81086800000,116.41948300000,45223,633,36,12
1419,40.07742200000,116.39356800000,48946,685,18,11
1420,39.68201800000,116.50414600000,23039,322,13,12
1421,39.79890800000,116.47482800000,61951,867,26,12
1422,40.20064100000,115.92917500000,22716,318,24,11
1423,39.78977600000,116.21470600000,42640,596,15,8
1424,40.09795900000,116.30266400000,83353,1166,15,11
1425,40.18282100000,116.33047800000,24150,338,3,11
1426,39.80121600000,116.17553000000,40726,570,25,4
1427,40.17635300000,116.52601900000,33690,471,11,10
1428,39.77412600000,116.58066500000,48415,678,55,9
1429,39.84322200000,116.43840100000,59813,837,18,3
1430,39.82984500000,116.44871400000,83200,1165,14,3
1431,39.94195600000,116.57954200000,61981,867,19,3
1432,39.70897900000,116.46098200000,120149,1682,15,12
1433,40.12624200000,116.20222300000,65926,922,3,6
1434,40.22119700000,116.18132700000,40560,567,15,11
1435,39.79524900000,116.04623100000,20447,286,13,8
1436,40.18065400000,116.18495200000,29903,418,3,11
1437,39.76556700000,116.45982500000,78359,1096,17,12
1438,39.75685700000,116.74872100000,25256,354,18,9
1439,40.10501200000,116.26858000000,64939,909,7,11
1440,39.92458200000,116.15583900000,54511,763,12,5
1441,40.09820800000,116.61167500000,24299,339,18,10
1442,39.81710600000,116.38177200000,54038,756,21,4
1443,40.02505200000,116.27643900000,108222,1515,16,6
1444,40.08477000000,116.50128100000,84748,1186,19,10
1445,39.86940500000,116.26147200000,62956,880,14,4
1446,40.10709400000,116.10082300000,58483,818,16,6
1447,40.00999400000,116.24302900000,114893,1608,18,6
1448,39.75411700000,116.58585000000,22291,312,12,9
1449,40.08335700000,116.66754600000,21397,300,5,10
1450,40.12621800000,116.64831800000,61201,856,16,10
1451,40.11733200000,116.51594800000,59994,840,12,10
1452,39.67643000000,115.95153100000,30620,428,9,8
1453,39.92413100000,116.63581800000,52115,729,15,9
1454,39.81727900000,116.44343000000,59941,838,12,12
1455,39.99717200000,116.29469400000,96746,1354,10,6
1456,39.87796000000,116.31151800000,83120,1164,16,4
1457,40.15963900000,116.12486300000,42740,598,10,11
1458,40.07254400000,116.16379700000,77508,1084,6,6
1459,39.89795300000,116.41126500000,80342,1124,28,1
1460,40.07283900000,116.22200300000,71130,996,18,6
1461,39.83213000000,116.39406000000,67192,940,25,4
1462,39.92973900000,116.54165100000,58849,824,14,3
1463,39.87377900000,116.60670800000,77771,1088,10,3
1464,39.93622400000,116.47584500000,102268,1431,15,3
1465,39.84226900000,116.27474900000,48968,685,7,4
1466,39.81478200000,116.48337700000,42612,596,12,12
1467,39.73193200000,116.27408700000,41600,582,14,12
1468,40.05143500000,116.56167800000,120270,1683,12,10
1469,39.96952600000,116.58863800000,61322,858,12,3
1470,40.08149700000,116.12118900000,58483,818,12,6
1471,39.76104600000,116.32694400000,40559,567,16,12
1472,39.87457500000,116.61700700000,73318,1026,14,3
1473,40.13162000000,116.48354100000,43309,606,15,10
1474,39.75042500000,116.39764000000,50147,702,12,12
1475,39.91470100000,116.21018300000,63396,888,15,5
1476,39.99635400000,116.67154500000,57982,811,5,9
1477,39.91834400000,116.53358700000,76964,1077,25,3
1478,39.67024900000,116.41167000000,28196,394,14,12
1479,40.22549600000,116.48809800000,36890,516,17,10
1480,40.30226900000,116.63366800000,30605,428,13,13
1481,40.04619600000,116.31469800000,100241,1402,33,6
1482,39.72517200000,115.95188100000,19766,277,6,8
1483,39.67016900000,116.24899900000,32590,456,10,12
1484,39.79288800000,116.88873100000,26650,373,10,9
1485,39.96509600000,116.73494500000,37021,518,24,9
1486,39.75867700000,116.48192100000,65191,913,16,12
1487,39.79252200000,116.32570500000,51626,722,16,12
1488,39.92077600000,116.56319500000,60737,850,24,3
1489,39.83224900000,116.24936500000,44786,627,25,4
1490,39.83705300000,116.69635200000,41310,578,17,9
1491,40.13137000000,116.42836500000,53550,750,10,11
1492,39.72276800000,116.12395700000,31867,446,11,8
1493,39.95663000000,116.71738800000,93660,1311,37,9
1494,39.97429900000,116.41890300000,101165,1416,10,3
1495,39.57626700000,116.30183600000,54551,763,24,12
1496,40.10166100000,116.54864600000,47039,658,8,10
1497,40.16823500000,116.05782800000,27638,386,7,11
1498,40.12262800000,116.11922300000,58483,818,12,11
1499,40.15410300000,116.20639500000,65926,922,12,11
1500,39.81465100000,116.32425700000,54648,765,55,4
1501,40.25763900000,116.31692100000,47114,660,15,11
1502,40.18643800000,116.57667800000,33690,471,5,10
1503,40.02121600000,116.18135200000,70993,993,5,6
1504,39.76460600000,116.56013100000,29086,406,14,9
1505,39.67601100000,116.30376100000,24479,343,9,12
1506,39.61723600000,116.66536000000,32053,448,3,12
1507,39.95827100000,116.57488600000,61322,858,13,3
1508,40.20208400000,116.71115000000,34801,487,12,10
1509,40.38028700000,116.89090900000,20674,289,15,15
1510,39.91885800000,116.32003500000,120410,1686,14,6
1511,39.91590400000,116.48027400000,111533,1561,7,3
1512,40.13641100000,116.63551400000,40495,566,12,10
1513,39.99565400000,116.41236500000,57360,802,11,3
1514,40.01318400000,116.51735600000,69892,978,16,3
1515,39.88808200000,116.64108700000,50003,699,8,9
1516,40.05616000000,116.33354200000,69648,975,15,11
1517,39.61642400000,115.82395200000,32831,459,9,8
1518,40.27841000000,116.70499500000,32054,448,13,13
1519,40.12135000000,116.66999600000,41252,577,11,10
1520,39.79552600000,116.51951700000,35215,493,15,12
1521,40.03986600000,116.29640400000,38779,542,14,6
1522,39.98992400000,116.48779300000,68845,963,9,3
1523,39.85506500000,116.52487200000,51505,721,13,3
1524,39.83145200000,116.61670000000,21374,298,56,9
1525,40.36221800000,116.62329000000,36868,516,9,13
1526,39.84533200000,116.31022400000,87734,1228,16,4
1527,40.14637900000,116.65324500000,44578,624,9,10
1528,39.92555300000,116.55466300000,66198,926,24,3
1529,39.99747800000,116.18780000000,90464,1266,14,6
1530,40.15645800000,116.40222600000,58520,819,17,11
1531,39.94053400000,116.46401100000,100774,1411,12,3
1532,39.95942700000,116.39875000000,124782,1747,40,1
1533,39.89345700000,116.50582500000,68371,957,12,3
1534,40.15144200000,116.23729900000,56132,786,15,11
1535,40.00123500000,116.48059800000,146006,2043,12,3
1536,39.83938700000,116.28114300000,63449,888,21,4
1537,40.16178400000,116.56237900000,33690,471,16,10
1538,39.68253500000,116.48950400000,23039,322,16,12
1539,39.86553600000,116.37555700000,62132,870,7,4
1540,39.87442000000,116.33234600000,93058,1303,9,4
1541,39.86805700000,116.33788600000,84638,1184,9,4
1542,40.04996500000,116.41829900000,103574,1449,12,3
1543,40.17719500000,116.50224800000,31126,435,9,10
1544,40.21199400000,116.21114700000,33754,472,5,11
1545,40.19030900000,116.21108600000,31339,439,25,11
1546,39.89536900000,116.52540700000,52781,739,8,3
1547,39.92969000000,116.27093100000,46642,652,14,6
1548,40.23925200000,116.63661000000,30312,424,25,10
1549,39.73059000000,115.91265500000,15468,216,25,8
1550,39.90422100000,116.55447400000,36592,512,24,3
1551,39.93439800000,116.49978800000,97718,1368,15,3
1552,39.59285100000,116.31561300000,54551,763,15,12
1553,39.77048200000,116.18288800000,47903,670,4,8
1554,39.94215700000,116.51585500000,115008,1610,27,3
1555,39.90091000000,116.54340900000,55708,780,5,3
1556,39.81624600000,116.19319400000,43987,615,3,4
1557,40.08715500000,116.46196400000,48745,682,25,3
1558,39.98913700000,116.25160400000,110323,1544,9,6
1559,39.89988300000,116.69791500000,69894,978,14,9
1560,40.14050800000,116.37925700000,55258,774,16,11
1561,39.93882200000,116.39966200000,191254,2677,30,1
1562,39.85811300000,116.11053300000,29245,409,13,4
1563,39.81169200000,116.60081200000,80605,1128,14,9
1564,39.75197500000,116.33238400000,42511,595,16,12
1565,40.47971800000,116.08896000000,24172,338,17,16
1566,39.90354500000,116.30972700000,121823,1705,24,6
1567,39.91075400000,116.63125700000,43160,604,10,9
1568,39.93955600000,116.30291900000,112602,1576,12,6
1569,39.91342200000,116.17022400000,31696,444,15,5
1570,39.83446300000,116.43297300000,99486,1393,3,3
1571,40.02300100000,116.31277200000,117460,1644,24,6
1572,39.92333900000,116.68163700000,41707,584,16,9
1573,39.99895200000,116.60731700000,27128,379,12,3
1574,39.75394000000,116.55420000000,34968,489,5,9
1575,40.02789200000,116.39064200000,102818,1440,10,3
1576,40.09293200000,116.26644100000,114906,1609,14,11
1577,40.06123700000,117.00144300000,27736,388,16,14
1578,39.93573200000,116.26019200000,164788,2307,38,6
1579,39.73127800000,116.40478100000,32633,457,12,12
1580,39.69497100000,116.35514500000,28511,399,9,12
1581,39.85128500000,116.72277800000,41310,578,14,9
1582,39.93451400000,116.76288300000,37021,518,12,9
1583,39.89623600000,116.29642300000,131112,1836,10,6
1584,39.76129200000,115.99638000000,15982,223,3,8
1585,40.13549600000,116.39916900000,40312,564,15,11
1586,40.16838500000,116.48714900000,36638,512,9,10
1587,39.90899600000,116.44060000000,89899,1258,12,3
1588,39.69255800000,116.15080800000,52987,741,10,8
1589,39.70593400000,116.01414000000,23568,330,3,8
1590,39.74370300000,116.32083300000,49422,692,14,12
1591,39.78130100000,116.71147200000,30665,429,10,9
1592,40.25743900000,116.56179700000,20825,291,13,10
1593,40.02589400000,116.29840200000,178628,2500,15,6
1594,40.40513800000,115.92399100000,13776,193,12,16
1595,39.82143400000,116.33728800000,54918,769,6,4
1596,39.86860300000,116.41055400000,74104,1038,60,1
1597,39.88271700000,116.13778300000,54428,762,11,4
1598,39.71410200000,116.04858700000,25265,354,12,8
1599,40.03638000000,116.27155900000,106307,1488,10,6
1600,39.92007100000,116.51966300000,126404,1770,21,3
1601,40.17417500000,116.75638000000,36500,511,14,10
1602,39.76298800000,116.43556100000,47988,672,40,12
1603,39.84710900000,116.46571500000,55111,771,54,3
1604,40.11329700000,116.27801600000,93830,1314,14,11
1605,39.78286200000,116.49551400000,25280,354,6,12
1606,39.60366400000,116.35666500000,54551,763,16,12
1607,39.87458600000,116.67654600000,60761,850,10,9
1608,39.86036400000,116.79264200000,26650,373,14,9
1609,39.91835700000,116.29219700000,146677,2053,8,6
1610,39.82646100000,116.57672100000,25255,354,9,9
1611,40.00430300000,116.44526100000,84146,1178,9,3
1612,39.99493100000,116.55692700000,123116,1723,13,3
1613,39.57632100000,116.22649900000,31079,435,12,12
1614,39.95894500000,116.56669600000,56082,784,12,3
1615,39.99278800000,116.32942600000,128818,1803,24,6
1616,40.13624900000,116.20858800000,65926,922,15,6
1617,39.94354600000,116.49262000000,187310,2622,15,3
1618,39.79370500000,116.50053200000,30864,432,13,12
1619,39.82891000000,116.40306200000,55498,776,16,4
1620,40.00382400000,116.38124800000,123809,1732,3,3
1621,40.07054200000,116.12161900000,58483,818,15,6
1622,39.96890100000,116.28877100000,210239,2943,32,6
1623,40.06531500000,116.26620600000,114906,1609,8,6
1624,39.99095500000,116.51618000000,61841,865,15,3
1625,39.90609800000,116.40525900000,160220,2242,38,1
1626,40.28580100000,116.53631200000,20825,291,17,13
1627,40.00703500000,116.46867900000,90455,1266,5,3
1628,39.99127600000,116.72716100000,37374,523,12,9
1629,40.00776000000,116.48921300000,87360,1222,54,3
1630,40.06337500000,116.62526700000,35124,492,15,10
1631,39.93584300000,116.11579200000,49409,691,17,5
