ScID,Category,Lat,Long,Capacity,Staff
2307,6,39.94106600000,116.04026600000,20,5
2308,6,39.96102900000,116.18773300000,20,5
2309,6,39.78608000000,116.38250000000,20,5
2310,6,40.06569500000,116.23504200000,20,5
2311,6,39.78592500000,116.28190300000,20,5
2312,6,39.92929000000,116.41043700000,24,6
2313,6,40.09739700000,116.29226400000,11,3
2314,6,39.93894800000,116.33715700000,11,3
2315,6,39.94994600000,116.14929800000,11,3
2316,6,39.92876000000,116.48363200000,11,3
2317,6,39.69580500000,116.45832700000,11,3
2318,6,39.89077900000,116.64903100000,11,3
2319,6,40.02980100000,116.13996800000,11,3
2320,6,39.66312500000,116.16459500000,11,3
2321,6,39.81781700000,116.56754600000,11,3
2322,6,40.00406900000,116.31059400000,11,3
2323,6,39.87048900000,116.50917000000,11,3
2324,6,39.72806300000,116.19323500000,11,3
2325,6,40.49682900000,116.47394600000,11,3
2326,6,39.81779300000,116.22885600000,11,3
2327,6,40.08124800000,116.28752100000,11,3
2328,6,39.96069600000,116.48803600000,11,3
2329,6,40.04147000000,116.23757700000,11,3
2330,6,40.13541800000,116.60079700000,11,3
2331,6,40.19513200000,116.15909200000,11,3
2332,6,39.94042900000,116.48504400000,11,3
2333,6,39.92565800000,116.59464300000,11,3
2334,6,39.98872900000,116.49078500000,11,3
2335,6,39.62653800000,116.16098100000,11,3
2336,6,39.86876500000,116.03353000000,11,3
2337,6,39.89036500000,116.40738500000,11,3
2338,6,39.85721500000,116.37967300000,11,3
2339,6,39.99353300000,116.36598300000,11,3
2340,6,40.16234000000,116.58392300000,11,3
2341,6,39.74645200000,116.37152900000,11,3
2342,6,39.77405100000,116.26002300000,11,3
2343,6,39.83740600000,116.45667500000,16,4
2344,6,39.79402900000,116.56433300000,16,4
2345,6,39.88961000000,116.29531200000,16,4
2346,6,39.89624500000,116.30716000000,16,4
2347,6,39.97431300000,116.31725500000,15,4
2348,6,39.69880400000,116.68567800000,15,4
2349,6,39.93184800000,116.68080600000,16,4
2350,6,39.96031000000,116.39066600000,16,4
2351,6,39.93968100000,116.41740900000,16,4
2352,6,39.96562100000,116.26744500000,16,4
2353,6,39.83787500000,116.10996800000,16,4
2354,6,39.86796100000,116.81656500000,16,4
2355,6,39.98270000000,116.12866100000,16,4
2356,6,39.99365100000,116.59678900000,16,4
2357,6,40.10247400000,116.70897600000,16,4
2358,6,39.95094300000,116.33633900000,16,4
2359,6,39.85700300000,116.34829300000,16,4
2360,6,40.07964300000,116.21074700000,16,4
2361,6,40.66966000000,116.74826100000,16,4
2362,6,39.85534900000,116.26154900000,16,4
2363,6,40.03164000000,116.26084200000,20,5
2364,6,39.95138200000,116.53162000000,20,5
2365,6,39.89274700000,116.25891800000,20,5
2366,6,40.27550400000,116.31332400000,20,5
2367,6,39.96588500000,116.35130000000,20,5
2368,6,39.82392900000,116.48698100000,20,5
2369,6,39.86089900000,116.41507000000,20,5
2370,6,39.97531800000,116.46785400000,20,5
2371,6,39.67470900000,116.75643100000,20,5
2372,6,40.08317800000,116.72721200000,20,5
2373,6,39.97486700000,116.41128000000,24,6
2487,6,39.76962905000,116.76351810000,16,4
2488,6,40.03872514000,116.54753010000,24,6
2489,6,40.23062880000,116.41284670000,16,4
2490,6,39.62595586000,116.75787130000,24,6
